seq	abundance	similarity
M00967_43_000000000-A3JHG_1_1108_4309_18786	1	31
M00967_43_000000000-A3JHG_1_1105_12315_23567	3	384
M00967_43_000000000-A3JHG_1_1103_12153_23405	1	41
M00967_43_000000000-A3JHG_1_1106_26278_12029	1	264
M00967_43_000000000-A3JHG_1_2101_11337_11667	1	57
M00967_43_000000000-A3JHG_1_2104_10595_6165	18	50
M00967_43_000000000-A3JHG_1_2102_26731_9468	1	1420
M00967_43_000000000-A3JHG_1_1102_26134_14908	1	85
M00967_43_000000000-A3JHG_1_2109_10650_10085	1	100
M00967_43_000000000-A3JHG_1_1111_27748_22044	1	194
M00967_43_000000000-A3JHG_1_2104_19264_18585	1	27
M00967_43_000000000-A3JHG_1_1105_10093_14674	1	32
M00967_43_000000000-A3JHG_1_1109_22029_12982	1	99
M00967_43_000000000-A3JHG_1_1110_17573_21307	1	834
M00967_43_000000000-A3JHG_1_1102_17799_9851	47	82
M00967_43_000000000-A3JHG_1_2109_4441_19978	1	193
M00967_43_000000000-A3JHG_1_1109_18164_26245	1	301
M00967_43_000000000-A3JHG_1_1107_28369_16792	1	35
M00967_43_000000000-A3JHG_1_1106_7872_5553	1	23
M00967_43_000000000-A3JHG_1_1104_9550_4391	1	97
M00967_43_000000000-A3JHG_1_1110_10299_23412	2	916
M00967_43_000000000-A3JHG_1_1101_11955_3694	2	52
M00967_43_000000000-A3JHG_1_1114_13958_20170	1	71
M00967_43_000000000-A3JHG_1_2104_20956_27866	1	920
M00967_43_000000000-A3JHG_1_2113_15754_8420	2	133
M00967_43_000000000-A3JHG_1_1108_19460_10589	1	55
M00967_43_000000000-A3JHG_1_1114_5546_15690	1	69
M00967_43_000000000-A3JHG_1_1102_10772_8974	1	47
M00967_43_000000000-A3JHG_1_1112_18807_12607	2	69
M00967_43_000000000-A3JHG_1_2113_10478_19769	2	60
M00967_43_000000000-A3JHG_1_1108_23457_10535	2	268
M00967_43_000000000-A3JHG_1_1102_14008_22737	1	438
M00967_43_000000000-A3JHG_1_2114_10647_5995	1	72
M00967_43_000000000-A3JHG_1_1114_14440_17213	1	79
M00967_43_000000000-A3JHG_1_2104_14359_14505	1	6
M00967_43_000000000-A3JHG_1_2106_14139_24828	9	908
M00967_43_000000000-A3JHG_1_1109_14870_26598	1	69
M00967_43_000000000-A3JHG_1_1112_7173_12799	1	1257
M00967_43_000000000-A3JHG_1_1111_18356_10862	2	197
M00967_43_000000000-A3JHG_1_2114_24339_17853	1	830
M00967_43_000000000-A3JHG_1_2111_7418_12294	1	628
M00967_43_000000000-A3JHG_1_1103_12491_3465	1	1418
M00967_43_000000000-A3JHG_1_1103_24683_5426	1	891
M00967_43_000000000-A3JHG_1_2114_5540_14193	1	29
M00967_43_000000000-A3JHG_1_2110_9660_10042	1	76
M00967_43_000000000-A3JHG_1_1104_4751_18281	1	984
M00967_43_000000000-A3JHG_1_2109_23568_12728	1	13
M00967_43_000000000-A3JHG_1_1114_11189_22227	1	33
M00967_43_000000000-A3JHG_1_1110_18818_19657	1	212
M00967_43_000000000-A3JHG_1_1112_14243_17211	1	202
M00967_43_000000000-A3JHG_1_1106_13047_28613	1	681
M00967_43_000000000-A3JHG_1_2105_21746_26070	1	481
M00967_43_000000000-A3JHG_1_1105_24902_21262	1	85
M00967_43_000000000-A3JHG_1_2102_9176_21718	1	19
M00967_43_000000000-A3JHG_1_2104_18301_25146	7	52
M00967_43_000000000-A3JHG_1_2108_17428_11990	1	186
M00967_43_000000000-A3JHG_1_1110_19723_11325	1	87
M00967_43_000000000-A3JHG_1_1109_19160_19410	1	73
M00967_43_000000000-A3JHG_1_1110_16024_7042	159	911
M00967_43_000000000-A3JHG_1_2105_11343_22183	1	623
M00967_43_000000000-A3JHG_1_2102_14218_14190	1	14
M00967_43_000000000-A3JHG_1_2104_13575_3628	1	11
M00967_43_000000000-A3JHG_1_1113_25281_13271	1	4
M00967_43_000000000-A3JHG_1_2109_2527_15811	1	817
M00967_43_000000000-A3JHG_1_1110_6316_24941	2	766
M00967_43_000000000-A3JHG_1_2105_21324_9004	1	729
M00967_43_000000000-A3JHG_1_1107_2443_14019	1	6
M00967_43_000000000-A3JHG_1_1105_15519_13608	1	289
M00967_43_000000000-A3JHG_1_1110_4876_12862	1	46
M00967_43_000000000-A3JHG_1_2104_15288_13724	1	7
M00967_43_000000000-A3JHG_1_1109_10308_7362	1	0
M00967_43_000000000-A3JHG_1_2112_15835_14448	7	889
M00967_43_000000000-A3JHG_1_1106_10488_8010	1	48
M00967_43_000000000-A3JHG_1_1113_28769_10279	1	1112
M00967_43_000000000-A3JHG_1_1105_10641_3400	1	1250
M00967_43_000000000-A3JHG_1_1112_7429_7209	1	807
M00967_43_000000000-A3JHG_1_1111_5165_19389	1	952
M00967_43_000000000-A3JHG_1_1102_15507_6997	1	955
M00967_43_000000000-A3JHG_1_2103_11324_18505	1	114
M00967_43_000000000-A3JHG_1_1110_28051_16787	3	481
M00967_43_000000000-A3JHG_1_1104_8748_26927	1	859
M00967_43_000000000-A3JHG_1_1106_26888_22672	1	7
M00967_43_000000000-A3JHG_1_1110_21976_9352	1	21
M00967_43_000000000-A3JHG_1_1107_11535_23005	1	117
M00967_43_000000000-A3JHG_1_2107_6249_7706	1	489
M00967_43_000000000-A3JHG_1_1109_6227_19775	1	0
M00967_43_000000000-A3JHG_1_2106_10604_14430	1	551
M00967_43_000000000-A3JHG_1_2113_16906_3800	1	43
M00967_43_000000000-A3JHG_1_2102_23229_6374	1	69
M00967_43_000000000-A3JHG_1_2103_26419_22184	1	822
M00967_43_000000000-A3JHG_1_1110_20301_8294	1	843
M00967_43_000000000-A3JHG_1_2112_15125_28246	1	1387
M00967_43_000000000-A3JHG_1_1110_12297_2255	1	1390
M00967_43_000000000-A3JHG_1_2114_19488_17187	1	46
M00967_43_000000000-A3JHG_1_1110_12041_7948	2	113
M00967_43_000000000-A3JHG_1_1106_7140_24323	1	505
M00967_43_000000000-A3JHG_1_1105_11225_7830	1	6
M00967_43_000000000-A3JHG_1_2107_15800_28516	1	58
M00967_43_000000000-A3JHG_1_1111_18772_6857	1	778
M00967_43_000000000-A3JHG_1_2113_3196_15479	1	865
M00967_43_000000000-A3JHG_1_1110_12912_11847	1	38
M00967_43_000000000-A3JHG_1_2114_17351_5076	1	133
M00967_43_000000000-A3JHG_1_1110_10071_13301	1	22
M00967_43_000000000-A3JHG_1_2110_9322_16410	1	572
M00967_43_000000000-A3JHG_1_1105_27283_9407	1	980
M00967_43_000000000-A3JHG_1_1113_4967_20449	1	718
M00967_43_000000000-A3JHG_1_2110_23484_12786	1	43
M00967_43_000000000-A3JHG_1_2112_20248_22768	3	1422
M00967_43_000000000-A3JHG_1_1103_22262_23152	1	839
M00967_43_000000000-A3JHG_1_1113_17111_18740	1	175
M00967_43_000000000-A3JHG_1_2113_12564_26534	1	6
M00967_43_000000000-A3JHG_1_1112_7959_25302	1	816
M00967_43_000000000-A3JHG_1_2111_27013_13592	1	70
M00967_43_000000000-A3JHG_1_1103_11731_5018	1	955
M00967_43_000000000-A3JHG_1_1104_23236_5434	1	986
M00967_43_000000000-A3JHG_1_2104_24421_9014	1	74
M00967_43_000000000-A3JHG_1_1102_16009_7139	1	206
M00967_43_000000000-A3JHG_1_1112_13338_26094	2	80
M00967_43_000000000-A3JHG_1_2103_18587_19281	1	87
M00967_43_000000000-A3JHG_1_2110_22406_21339	1	1288
M00967_43_000000000-A3JHG_1_1109_24434_17397	1	0
M00967_43_000000000-A3JHG_1_1107_27875_20963	1	315
M00967_43_000000000-A3JHG_1_1113_27953_16143	1	113
M00967_43_000000000-A3JHG_1_1110_18447_15892	1	1219
M00967_43_000000000-A3JHG_1_1110_14851_25192	1	31
M00967_43_000000000-A3JHG_1_1104_15208_22012	1	128
M00967_43_000000000-A3JHG_1_2112_15368_19412	1	1419
M00967_43_000000000-A3JHG_1_2105_17888_6896	1	233
M00967_43_000000000-A3JHG_1_1102_11628_4778	1	247
M00967_43_000000000-A3JHG_1_2105_17793_5496	1	11
M00967_43_000000000-A3JHG_1_1113_20250_28127	1	632
M00967_43_000000000-A3JHG_1_2112_28819_15733	1	1438
M00967_43_000000000-A3JHG_1_2111_3079_16160	1	908
M00967_43_000000000-A3JHG_1_1109_18517_11337	2	1165
M00967_43_000000000-A3JHG_1_1106_10479_15372	1	550
M00967_43_000000000-A3JHG_1_1107_4918_11028	1	53
M00967_43_000000000-A3JHG_1_2107_10914_22643	1	181
M00967_43_000000000-A3JHG_1_2105_16026_4090	1	5
M00967_43_000000000-A3JHG_1_1105_21454_17406	1	1468
M00967_43_000000000-A3JHG_1_1111_10735_2480	1	40
M00967_43_000000000-A3JHG_1_1105_15122_7477	1	22
M00967_43_000000000-A3JHG_1_1114_10979_11429	1	47
M00967_43_000000000-A3JHG_1_1101_21367_6491	4	34
M00967_43_000000000-A3JHG_1_2108_13045_5854	1	531
M00967_43_000000000-A3JHG_1_2110_11882_7944	1	385
M00967_43_000000000-A3JHG_1_2108_26945_13254	1	127
M00967_43_000000000-A3JHG_1_2111_15073_6616	1	656
M00967_43_000000000-A3JHG_1_1107_23422_19608	28	95
M00967_43_000000000-A3JHG_1_1101_5705_21637	1	88
M00967_43_000000000-A3JHG_1_1109_19044_16627	1	19
M00967_43_000000000-A3JHG_1_2111_18085_12444	22	1294
M00967_43_000000000-A3JHG_1_2114_6997_19534	303	15
M00967_43_000000000-A3JHG_1_2104_18868_10642	1	1381
M00967_43_000000000-A3JHG_1_1104_12058_11496	1	1353
M00967_43_000000000-A3JHG_1_1109_11739_11184	1	722
M00967_43_000000000-A3JHG_1_1110_5406_6508	10	760
M00967_43_000000000-A3JHG_1_1102_19912_15357	1	30
M00967_43_000000000-A3JHG_1_1108_24278_6999	1	1127
M00967_43_000000000-A3JHG_1_2113_19633_22729	1	77
M00967_43_000000000-A3JHG_1_1106_12668_25639	1	1051
M00967_43_000000000-A3JHG_1_2104_17269_11683	1	29
M00967_43_000000000-A3JHG_1_2114_25080_20694	1	150
M00967_43_000000000-A3JHG_1_1110_7017_22987	1	186
M00967_43_000000000-A3JHG_1_1101_11934_23602	1	41
M00967_43_000000000-A3JHG_1_1107_19064_20190	2	98
M00967_43_000000000-A3JHG_1_2110_16607_27627	1	33
M00967_43_000000000-A3JHG_1_2102_17831_22383	1	143
M00967_43_000000000-A3JHG_1_2105_7960_9485	1	30
M00967_43_000000000-A3JHG_1_2105_27599_21834	1	74
M00967_43_000000000-A3JHG_1_1105_10802_9207	1	301
M00967_43_000000000-A3JHG_1_1111_16918_13032	392	46
M00967_43_000000000-A3JHG_1_1109_13499_10555	4	195
M00967_43_000000000-A3JHG_1_2111_4689_18043	1	956
M00967_43_000000000-A3JHG_1_1108_24850_24935	3	82
M00967_43_000000000-A3JHG_1_2103_23847_12466	2	341
M00967_43_000000000-A3JHG_1_2114_6404_15782	4	181
M00967_43_000000000-A3JHG_1_1103_28432_10541	1	37
M00967_43_000000000-A3JHG_1_2110_27019_11184	1	1450
M00967_43_000000000-A3JHG_1_1114_4162_8761	1	427
M00967_43_000000000-A3JHG_1_1112_13604_5707	1	19
M00967_43_000000000-A3JHG_1_1102_20132_11533	1	0
M00967_43_000000000-A3JHG_1_2104_17675_22581	1	919
M00967_43_000000000-A3JHG_1_1113_26473_12627	1	237
M00967_43_000000000-A3JHG_1_2109_6753_10007	1	205
M00967_43_000000000-A3JHG_1_1101_17586_27053	1	50
M00967_43_000000000-A3JHG_1_2111_9424_9984	1	1019
M00967_43_000000000-A3JHG_1_1110_13397_3656	1	261
M00967_43_000000000-A3JHG_1_2113_25706_19405	1	203
M00967_43_000000000-A3JHG_1_2105_23303_13013	1	196
M00967_43_000000000-A3JHG_1_1111_6477_8311	1	78
M00967_43_000000000-A3JHG_1_1114_21480_11682	1	108
M00967_43_000000000-A3JHG_1_1103_17144_6720	1	129
M00967_43_000000000-A3JHG_1_1112_25377_8218	1	1423
M00967_43_000000000-A3JHG_1_2110_22624_25420	1	66
M00967_43_000000000-A3JHG_1_1104_9871_19299	1	456
M00967_43_000000000-A3JHG_1_2101_18869_21522	1	432
M00967_43_000000000-A3JHG_1_1103_17658_6352	1	71
M00967_43_000000000-A3JHG_1_2113_7130_12112	1	1262
M00967_43_000000000-A3JHG_1_1114_21022_4200	1	173
M00967_43_000000000-A3JHG_1_1108_4431_14457	1	66
M00967_43_000000000-A3JHG_1_1112_14206_6145	1	984
M00967_43_000000000-A3JHG_1_2105_5558_9681	1	1513
M00967_43_000000000-A3JHG_1_2109_13066_25256	1	455
M00967_43_000000000-A3JHG_1_1111_17091_16481	3	560
M00967_43_000000000-A3JHG_1_1106_7047_7173	1	100
M00967_43_000000000-A3JHG_1_1111_16419_24509	1	1401
M00967_43_000000000-A3JHG_1_1103_22715_16923	1	1421
M00967_43_000000000-A3JHG_1_1113_16678_1727	1	724
M00967_43_000000000-A3JHG_1_1110_23137_9845	1	201
M00967_43_000000000-A3JHG_1_1110_23087_7823	1	986
M00967_43_000000000-A3JHG_1_1111_5183_21464	1	120
M00967_43_000000000-A3JHG_1_2103_20357_7481	1	198
M00967_43_000000000-A3JHG_1_2104_17953_20385	1	63
M00967_43_000000000-A3JHG_1_1113_23984_26247	1	41
M00967_43_000000000-A3JHG_1_1102_19510_14662	1	58
M00967_43_000000000-A3JHG_1_1103_18119_18447	1	79
M00967_43_000000000-A3JHG_1_2102_24666_20800	1	23
M00967_43_000000000-A3JHG_1_2114_11305_6058	1	1421
M00967_43_000000000-A3JHG_1_1114_19548_22840	1	169
M00967_43_000000000-A3JHG_1_1111_13965_8116	1	225
M00967_43_000000000-A3JHG_1_2109_11812_7681	1	169
M00967_43_000000000-A3JHG_1_2101_12137_15275	1	2
M00967_43_000000000-A3JHG_1_1107_6341_15077	2	41
M00967_43_000000000-A3JHG_1_1114_5923_7230	1	1413
M00967_43_000000000-A3JHG_1_1112_15032_18791	1	607
M00967_43_000000000-A3JHG_1_1111_9751_5115	1	27
M00967_43_000000000-A3JHG_1_1105_13815_14131	1	87
M00967_43_000000000-A3JHG_1_1112_15545_18603	1	1102
M00967_43_000000000-A3JHG_1_2110_14259_25731	1	12
M00967_43_000000000-A3JHG_1_1107_23312_13031	1	87
M00967_43_000000000-A3JHG_1_1110_21497_9824	1	988
M00967_43_000000000-A3JHG_1_2114_9016_7690	1	28
M00967_43_000000000-A3JHG_1_1113_21539_23000	1	110
M00967_43_000000000-A3JHG_1_1105_6135_16117	1	214
M00967_43_000000000-A3JHG_1_2114_25115_17345	2	50
M00967_43_000000000-A3JHG_1_2114_4635_23232	1	149
M00967_43_000000000-A3JHG_1_1104_11959_16633	1	264
M00967_43_000000000-A3JHG_1_1113_14037_23742	1	56
M00967_43_000000000-A3JHG_1_1113_22068_12524	1	1435
M00967_43_000000000-A3JHG_1_1101_22564_16000	6	47
M00967_43_000000000-A3JHG_1_1114_3458_14721	1	64
M00967_43_000000000-A3JHG_1_1108_4587_20242	1	96
M00967_43_000000000-A3JHG_1_2108_17489_21478	1	134
M00967_43_000000000-A3JHG_1_1111_19868_3434	1	89
M00967_43_000000000-A3JHG_1_2113_11637_15569	2	551
M00967_43_000000000-A3JHG_1_1107_6913_6890	1	117
M00967_43_000000000-A3JHG_1_2112_14838_24417	1	1185
M00967_43_000000000-A3JHG_1_2114_6915_15953	1	83
M00967_43_000000000-A3JHG_1_2111_25301_10896	1	855
M00967_43_000000000-A3JHG_1_2111_23992_13846	1	81
M00967_43_000000000-A3JHG_1_1111_4789_10971	1	9
M00967_43_000000000-A3JHG_1_1106_12913_9823	1	142
M00967_43_000000000-A3JHG_1_2106_17158_26822	1	100
M00967_43_000000000-A3JHG_1_1112_20443_21049	1	73
M00967_43_000000000-A3JHG_1_2108_6561_19023	1	1423
M00967_43_000000000-A3JHG_1_1112_26153_15014	1	160
M00967_43_000000000-A3JHG_1_2113_17484_2377	1	193
M00967_43_000000000-A3JHG_1_2106_21707_7442	1	49
M00967_43_000000000-A3JHG_1_2107_22009_10392	1	100
M00967_43_000000000-A3JHG_1_2110_5848_22833	1	1395
M00967_43_000000000-A3JHG_1_1111_8827_11924	5	65
M00967_43_000000000-A3JHG_1_2101_16053_3883	2	392
M00967_43_000000000-A3JHG_1_2103_19535_12637	1	103
M00967_43_000000000-A3JHG_1_2108_8649_6117	1	76
M00967_43_000000000-A3JHG_1_1107_18256_7664	1	101
M00967_43_000000000-A3JHG_1_1110_11242_10115	1	28
M00967_43_000000000-A3JHG_1_1103_18629_2829	1	6
M00967_43_000000000-A3JHG_1_2109_17315_14812	1	37
M00967_43_000000000-A3JHG_1_2113_15081_12538	1	316
M00967_43_000000000-A3JHG_1_1101_2584_14855	1	827
M00967_43_000000000-A3JHG_1_1110_2633_12228	1	85
M00967_43_000000000-A3JHG_1_1101_14950_2025	1	8
M00967_43_000000000-A3JHG_1_2102_16410_3458	1	71
M00967_43_000000000-A3JHG_1_1108_13793_7470	1	299
M00967_43_000000000-A3JHG_1_2112_24614_14250	1	34
M00967_43_000000000-A3JHG_1_1111_18541_8437	5	388
M00967_43_000000000-A3JHG_1_1103_11773_24541	1	38
M00967_43_000000000-A3JHG_1_2105_15512_14920	1	49
M00967_43_000000000-A3JHG_1_1111_6493_24050	1	922
M00967_43_000000000-A3JHG_1_1107_19839_9098	1	180
M00967_43_000000000-A3JHG_1_1112_20972_19668	1	16
M00967_43_000000000-A3JHG_1_1111_10600_13596	1	60
M00967_43_000000000-A3JHG_1_2104_17178_10616	1	130
M00967_43_000000000-A3JHG_1_2105_19820_22525	1	76
M00967_43_000000000-A3JHG_1_1112_16539_3327	1	408
M00967_43_000000000-A3JHG_1_1110_22889_20172	1	47
M00967_43_000000000-A3JHG_1_2114_11148_16237	1	285
M00967_43_000000000-A3JHG_1_1109_22844_14570	1	48
M00967_43_000000000-A3JHG_1_1114_27471_20890	1	259
M00967_43_000000000-A3JHG_1_2112_27632_12637	1	44
M00967_43_000000000-A3JHG_1_1113_16458_24283	1	24
M00967_43_000000000-A3JHG_1_1108_16101_8336	1	17
M00967_43_000000000-A3JHG_1_1109_8166_18384	2	129
M00967_43_000000000-A3JHG_1_1102_13258_9769	1	0
M00967_43_000000000-A3JHG_1_2110_11359_17303	1	388
M00967_43_000000000-A3JHG_1_1112_9335_23508	1	22
M00967_43_000000000-A3JHG_1_2104_7253_4697	1	825
M00967_43_000000000-A3JHG_1_1101_18047_5521	1	27
M00967_43_000000000-A3JHG_1_1106_12738_15849	43	257
M00967_43_000000000-A3JHG_1_1111_12739_14451	8	565
M00967_43_000000000-A3JHG_1_2102_23250_16787	1	1153
M00967_43_000000000-A3JHG_1_2105_26469_14109	1	554
M00967_43_000000000-A3JHG_1_1108_15398_15223	2	597
M00967_43_000000000-A3JHG_1_1103_8298_26938	1	118
M00967_43_000000000-A3JHG_1_1101_26741_10182	1	20
M00967_43_000000000-A3JHG_1_1104_9478_21544	1	50
M00967_43_000000000-A3JHG_1_1104_27353_22570	1	122
M00967_43_000000000-A3JHG_1_2103_24982_18354	1	988
M00967_43_000000000-A3JHG_1_2113_11164_4279	1	13
M00967_43_000000000-A3JHG_1_1113_17937_19582	1	44
M00967_43_000000000-A3JHG_1_1112_8688_7595	1	792
M00967_43_000000000-A3JHG_1_1113_17263_9744	1	25
M00967_43_000000000-A3JHG_1_1105_20261_10683	1	1504
M00967_43_000000000-A3JHG_1_2101_11722_18747	1	32
M00967_43_000000000-A3JHG_1_1108_8410_23298	1	119
M00967_43_000000000-A3JHG_1_2108_15776_12612	1	162
M00967_43_000000000-A3JHG_1_1112_19173_9332	2	1419
M00967_43_000000000-A3JHG_1_2109_28835_18990	1	917
M00967_43_000000000-A3JHG_1_2107_16509_17670	1	16
M00967_43_000000000-A3JHG_1_1114_5040_19675	1	389
M00967_43_000000000-A3JHG_1_2103_14068_15785	1	816
M00967_43_000000000-A3JHG_1_1113_15704_8133	1	744
M00967_43_000000000-A3JHG_1_2109_19727_13403	1	13
M00967_43_000000000-A3JHG_1_1112_24937_9549	1	48
M00967_43_000000000-A3JHG_1_1113_27163_10426	1	82
M00967_43_000000000-A3JHG_1_2107_12224_13051	1	41
M00967_43_000000000-A3JHG_1_2105_23969_22894	1	10
M00967_43_000000000-A3JHG_1_2114_10952_19823	1	113
M00967_43_000000000-A3JHG_1_1114_23189_8769	1	135
M00967_43_000000000-A3JHG_1_1110_18122_16493	5	70
M00967_43_000000000-A3JHG_1_1113_14353_17138	1	347
M00967_43_000000000-A3JHG_1_2110_2992_16064	1	62
M00967_43_000000000-A3JHG_1_2104_10237_21072	1	39
M00967_43_000000000-A3JHG_1_1108_25196_19891	1	131
M00967_43_000000000-A3JHG_1_1110_11395_14885	3	48
M00967_43_000000000-A3JHG_1_1104_4601_13080	1	135
M00967_43_000000000-A3JHG_1_2113_16947_6634	2	827
M00967_43_000000000-A3JHG_1_2108_27132_13583	1	204
M00967_43_000000000-A3JHG_1_2104_14274_26086	1	41
M00967_43_000000000-A3JHG_1_2101_16991_27383	1	516
M00967_43_000000000-A3JHG_1_2113_24777_24049	1	87
M00967_43_000000000-A3JHG_1_1112_11440_3396	1	430
M00967_43_000000000-A3JHG_1_1107_15706_16774	1	74
M00967_43_000000000-A3JHG_1_1103_23354_10766	1	91
M00967_43_000000000-A3JHG_1_2111_24371_9274	3	300
M00967_43_000000000-A3JHG_1_2109_24061_13130	1	38
M00967_43_000000000-A3JHG_1_1105_20234_11817	1	1267
M00967_43_000000000-A3JHG_1_1102_27630_14284	1	98
M00967_43_000000000-A3JHG_1_2112_8046_12598	1	85
M00967_43_000000000-A3JHG_1_2109_18331_4319	1	12
M00967_43_000000000-A3JHG_1_1108_11795_23929	1	67
M00967_43_000000000-A3JHG_1_1111_13162_14250	1	9
M00967_43_000000000-A3JHG_1_1112_11497_14956	1	0
M00967_43_000000000-A3JHG_1_1113_18916_24119	1	818
M00967_43_000000000-A3JHG_1_2101_19418_17647	1	1242
M00967_43_000000000-A3JHG_1_2108_27941_20609	1	204
M00967_43_000000000-A3JHG_1_1105_10787_20216	1	965
M00967_43_000000000-A3JHG_1_1110_7193_7817	16	82
M00967_43_000000000-A3JHG_1_1104_13655_15094	1	116
M00967_43_000000000-A3JHG_1_2102_12400_24042	1	63
M00967_43_000000000-A3JHG_1_1105_18749_25351	2	36
M00967_43_000000000-A3JHG_1_2112_5958_23821	1	955
M00967_43_000000000-A3JHG_1_1102_18035_6435	1	110
M00967_43_000000000-A3JHG_1_2105_18660_25130	1	36
M00967_43_000000000-A3JHG_1_1111_12227_3505	1	86
M00967_43_000000000-A3JHG_1_2101_6760_14127	1	77
M00967_43_000000000-A3JHG_1_2101_28033_9425	1	16
M00967_43_000000000-A3JHG_1_2107_18715_6425	1	117
M00967_43_000000000-A3JHG_1_1104_15103_20714	1	8
M00967_43_000000000-A3JHG_1_2112_13427_16562	1	52
M00967_43_000000000-A3JHG_1_1105_25158_7977	1	955
M00967_43_000000000-A3JHG_1_1101_10091_24052	1	50
M00967_43_000000000-A3JHG_1_1103_21436_13125	1	357
M00967_43_000000000-A3JHG_1_2106_14781_11399	1	127
M00967_43_000000000-A3JHG_1_2103_25214_8505	2	32
M00967_43_000000000-A3JHG_1_1108_27653_13933	2	299
M00967_43_000000000-A3JHG_1_1108_14500_26168	1	57
M00967_43_000000000-A3JHG_1_2108_10842_9806	1	173
M00967_43_000000000-A3JHG_1_1108_11745_24122	1	121
M00967_43_000000000-A3JHG_1_1112_23877_20495	1	169
M00967_43_000000000-A3JHG_1_1104_6688_10425	45	14
M00967_43_000000000-A3JHG_1_1102_19083_10060	3	71
M00967_43_000000000-A3JHG_1_2102_17222_3389	1	493
M00967_43_000000000-A3JHG_1_2103_10358_12360	1	19
M00967_43_000000000-A3JHG_1_2105_20397_27284	1	31
M00967_43_000000000-A3JHG_1_1111_19817_9887	1	10
M00967_43_000000000-A3JHG_1_2102_14278_17927	161	20
M00967_43_000000000-A3JHG_1_2108_23325_15558	1	2
M00967_43_000000000-A3JHG_1_2102_8167_14679	1	5
M00967_43_000000000-A3JHG_1_1103_19070_1812	1	40
M00967_43_000000000-A3JHG_1_1110_23621_25894	1	919
M00967_43_000000000-A3JHG_1_2108_12687_4945	1	1216
M00967_43_000000000-A3JHG_1_1111_10522_10148	1	83
M00967_43_000000000-A3JHG_1_1111_11700_3769	1	228
M00967_43_000000000-A3JHG_1_1103_8964_12507	1	818
M00967_43_000000000-A3JHG_1_2102_27934_12923	1	1003
M00967_43_000000000-A3JHG_1_2111_20391_6579	1	13
M00967_43_000000000-A3JHG_1_1107_24614_8150	1	230
M00967_43_000000000-A3JHG_1_1104_9565_13135	30	1111
M00967_43_000000000-A3JHG_1_1102_17534_4378	2	181
M00967_43_000000000-A3JHG_1_2111_11072_12244	2	70
M00967_43_000000000-A3JHG_1_2109_11004_14669	1	23
M00967_43_000000000-A3JHG_1_1111_22677_24014	1	141
M00967_43_000000000-A3JHG_1_1113_9461_27577	1	28
M00967_43_000000000-A3JHG_1_2102_7353_9681	1	41
M00967_43_000000000-A3JHG_1_1103_17794_25174	1	1047
M00967_43_000000000-A3JHG_1_1103_26968_12363	1	0
M00967_43_000000000-A3JHG_1_2109_16043_6749	1	70
M00967_43_000000000-A3JHG_1_1114_10520_9402	1	159
M00967_43_000000000-A3JHG_1_2102_22728_9936	1	52
M00967_43_000000000-A3JHG_1_1106_14539_3815	8	102
M00967_43_000000000-A3JHG_1_2102_26968_18177	1	10
M00967_43_000000000-A3JHG_1_1103_7454_14774	2	36
M00967_43_000000000-A3JHG_1_2110_21496_24838	1	1124
M00967_43_000000000-A3JHG_1_2111_13579_10781	1	180
M00967_43_000000000-A3JHG_1_1110_23547_23717	1	996
M00967_43_000000000-A3JHG_1_2106_6424_15459	1	42
M00967_43_000000000-A3JHG_1_2107_17002_3531	1	220
M00967_43_000000000-A3JHG_1_1106_10725_21907	1	37
M00967_43_000000000-A3JHG_1_2105_19109_4851	2	86
M00967_43_000000000-A3JHG_1_1113_21413_6822	1	16
M00967_43_000000000-A3JHG_1_1104_26082_14692	1	3
M00967_43_000000000-A3JHG_1_1102_11413_6156	1	33
M00967_43_000000000-A3JHG_1_2111_24402_16554	2	81
M00967_43_000000000-A3JHG_1_1111_27793_12274	1	33
M00967_43_000000000-A3JHG_1_1114_23276_16994	1	274
M00967_43_000000000-A3JHG_1_2111_17196_20984	4	65
M00967_43_000000000-A3JHG_1_1111_13339_24066	1	37
M00967_43_000000000-A3JHG_1_2103_15551_2609	1	224
M00967_43_000000000-A3JHG_1_2110_10606_15947	1	31
M00967_43_000000000-A3JHG_1_2109_20097_9448	1	729
M00967_43_000000000-A3JHG_1_1102_12767_6517	1	800
M00967_43_000000000-A3JHG_1_1103_12524_20442	1	34
M00967_43_000000000-A3JHG_1_2111_24608_18613	1	101
M00967_43_000000000-A3JHG_1_2113_23692_12960	1	414
M00967_43_000000000-A3JHG_1_1106_18424_9996	1	98
M00967_43_000000000-A3JHG_1_1108_26245_14261	3	1073
M00967_43_000000000-A3JHG_1_1104_9824_14459	1	1465
M00967_43_000000000-A3JHG_1_2111_7103_21844	1	35
M00967_43_000000000-A3JHG_1_2110_12892_15069	1	37
M00967_43_000000000-A3JHG_1_1114_12451_23536	1	3
M00967_43_000000000-A3JHG_1_2111_18880_8586	1	44
M00967_43_000000000-A3JHG_1_2108_10764_17721	1	83
M00967_43_000000000-A3JHG_1_1111_14412_23536	1	16
M00967_43_000000000-A3JHG_1_1107_20714_26373	1	18
M00967_43_000000000-A3JHG_1_2109_17257_21946	1	982
M00967_43_000000000-A3JHG_1_1108_27517_11467	1	1259
M00967_43_000000000-A3JHG_1_1111_6531_23041	1	269
