n_gaps	total_chars	dataset	ref_weight	ref_frac	sample_frac	seed
44717333	77420151	marine	simple	0.6	0.2	14
44717254	77420151	marine	simple	0.6	0.2	15
44717280	77420151	marine	simple	0.6	0.2	16
44717181	77420151	marine	simple	0.6	0.2	17
44717216	77420151	marine	simple	0.6	0.2	18
44717219	77420151	marine	simple	0.6	0.2	19
44717263	77420151	marine	simple	0.6	0.2	20
50306801	87097595	marine	simple	0.7	0.2	1
50306810	87097595	marine	simple	0.7	0.2	2
50306864	87097595	marine	simple	0.7	0.2	3
50306906	87097595	marine	simple	0.7	0.2	4
50306817	87097595	marine	simple	0.7	0.2	5
50306912	87097595	marine	simple	0.7	0.2	6
50306812	87097595	marine	simple	0.7	0.2	7
50306825	87097595	marine	simple	0.7	0.2	8
50306805	87097595	marine	simple	0.7	0.2	9
50306872	87097595	marine	simple	0.7	0.2	10
50306776	87097595	marine	simple	0.7	0.2	11
50306918	87097595	marine	simple	0.7	0.2	12
50306694	87097595	marine	simple	0.7	0.2	13
50306822	87097595	marine	simple	0.7	0.2	14
50306849	87097595	marine	simple	0.7	0.2	15
50306849	87097595	marine	simple	0.7	0.2	16
50306711	87097595	marine	simple	0.7	0.2	17
50306725	87097595	marine	simple	0.7	0.2	18
50306970	87097595	marine	simple	0.7	0.2	19
50306966	87097595	marine	simple	0.7	0.2	20
55896435	96775039	marine	simple	0.8	0.2	1
55896435	96775039	marine	simple	0.8	0.2	2
55896435	96775039	marine	simple	0.8	0.2	3
55896435	96775039	marine	simple	0.8	0.2	4
55896435	96775039	marine	simple	0.8	0.2	5
55896435	96775039	marine	simple	0.8	0.2	6
55896435	96775039	marine	simple	0.8	0.2	7
55896435	96775039	marine	simple	0.8	0.2	8
55896435	96775039	marine	simple	0.8	0.2	9
55896435	96775039	marine	simple	0.8	0.2	10
55896435	96775039	marine	simple	0.8	0.2	11
55896435	96775039	marine	simple	0.8	0.2	12
55896435	96775039	marine	simple	0.8	0.2	13
55896435	96775039	marine	simple	0.8	0.2	14
55896435	96775039	marine	simple	0.8	0.2	15
55896435	96775039	marine	simple	0.8	0.2	16
55896435	96775039	marine	simple	0.8	0.2	17
55896435	96775039	marine	simple	0.8	0.2	18
55896435	96775039	marine	simple	0.8	0.2	19
55896435	96775039	marine	simple	0.8	0.2	20
16768697	29032332	marine	abundance	0.1	0.2	1
16768469	29032332	marine	abundance	0.1	0.2	2
16768679	29032332	marine	abundance	0.1	0.2	3
16768721	29032332	marine	abundance	0.1	0.2	4
16768543	29032332	marine	abundance	0.1	0.2	5
16768792	29032332	marine	abundance	0.1	0.2	6
16768662	29032332	marine	abundance	0.1	0.2	7
16768508	29032332	marine	abundance	0.1	0.2	8
16768818	29032332	marine	abundance	0.1	0.2	9
16768763	29032332	marine	abundance	0.1	0.2	10
16768761	29032332	marine	abundance	0.1	0.2	11
16768710	29032332	marine	abundance	0.1	0.2	12
16768694	29032332	marine	abundance	0.1	0.2	13
16768834	29032332	marine	abundance	0.1	0.2	14
16768723	29032332	marine	abundance	0.1	0.2	15
16768524	29032332	marine	abundance	0.1	0.2	16
16768497	29032332	marine	abundance	0.1	0.2	17
16768645	29032332	marine	abundance	0.1	0.2	18
16768754	29032332	marine	abundance	0.1	0.2	19
16768700	29032332	marine	abundance	0.1	0.2	20
22358261	38709776	marine	abundance	0.2	0.2	1
22358096	38709776	marine	abundance	0.2	0.2	2
22358315	38709776	marine	abundance	0.2	0.2	3
22358302	38709776	marine	abundance	0.2	0.2	4
22358065	38709776	marine	abundance	0.2	0.2	5
22358223	38709776	marine	abundance	0.2	0.2	6
22358152	38709776	marine	abundance	0.2	0.2	7
22358415	38709776	marine	abundance	0.2	0.2	8
22358194	38709776	marine	abundance	0.2	0.2	9
22358312	38709776	marine	abundance	0.2	0.2	10
22358319	38709776	marine	abundance	0.2	0.2	11
22358159	38709776	marine	abundance	0.2	0.2	12
22358177	38709776	marine	abundance	0.2	0.2	13
22358428	38709776	marine	abundance	0.2	0.2	14
22358332	38709776	marine	abundance	0.2	0.2	15
22358272	38709776	marine	abundance	0.2	0.2	16
22358160	38709776	marine	abundance	0.2	0.2	17
22358279	38709776	marine	abundance	0.2	0.2	18
22358070	38709776	marine	abundance	0.2	0.2	19
22358228	38709776	marine	abundance	0.2	0.2	20
27947767	48387220	marine	abundance	0.3	0.2	1
27947650	48387220	marine	abundance	0.3	0.2	2
27947679	48387220	marine	abundance	0.3	0.2	3
27947783	48387220	marine	abundance	0.3	0.2	4
27947993	48387220	marine	abundance	0.3	0.2	5
27947929	48387220	marine	abundance	0.3	0.2	6
27947754	48387220	marine	abundance	0.3	0.2	7
27947881	48387220	marine	abundance	0.3	0.2	8
27947952	48387220	marine	abundance	0.3	0.2	9
27947797	48387220	marine	abundance	0.3	0.2	10
27947791	48387220	marine	abundance	0.3	0.2	11
27947711	48387220	marine	abundance	0.3	0.2	12
27947942	48387220	marine	abundance	0.3	0.2	13
27947885	48387220	marine	abundance	0.3	0.2	14
27947822	48387220	marine	abundance	0.3	0.2	15
27947850	48387220	marine	abundance	0.3	0.2	16
27948044	48387220	marine	abundance	0.3	0.2	17
27947867	48387220	marine	abundance	0.3	0.2	18
27947911	48387220	marine	abundance	0.3	0.2	19
27947969	48387220	marine	abundance	0.3	0.2	20
33537416	58064664	marine	abundance	0.4	0.2	1
33537357	58064664	marine	abundance	0.4	0.2	2
33537632	58064664	marine	abundance	0.4	0.2	3
33537376	58064664	marine	abundance	0.4	0.2	4
33537442	58064664	marine	abundance	0.4	0.2	5
33537529	58064664	marine	abundance	0.4	0.2	6
33537563	58064664	marine	abundance	0.4	0.2	7
33537448	58064664	marine	abundance	0.4	0.2	8
33537442	58064664	marine	abundance	0.4	0.2	9
33537487	58064664	marine	abundance	0.4	0.2	10
33537557	58064664	marine	abundance	0.4	0.2	11
33537502	58064664	marine	abundance	0.4	0.2	12
33537630	58064664	marine	abundance	0.4	0.2	13
33537474	58064664	marine	abundance	0.4	0.2	14
33537613	58064664	marine	abundance	0.4	0.2	15
33537326	58064664	marine	abundance	0.4	0.2	16
33537321	58064664	marine	abundance	0.4	0.2	17
33537587	58064664	marine	abundance	0.4	0.2	18
33537461	58064664	marine	abundance	0.4	0.2	19
33537495	58064664	marine	abundance	0.4	0.2	20
39126877	67742108	marine	abundance	0.5	0.2	1
39127162	67742108	marine	abundance	0.5	0.2	2
39127021	67742108	marine	abundance	0.5	0.2	3
39127144	67742108	marine	abundance	0.5	0.2	4
39127173	67742108	marine	abundance	0.5	0.2	5
39127237	67742108	marine	abundance	0.5	0.2	6
39127010	67742108	marine	abundance	0.5	0.2	7
39127041	67742108	marine	abundance	0.5	0.2	8
39127168	67742108	marine	abundance	0.5	0.2	9
39127111	67742108	marine	abundance	0.5	0.2	10
39127139	67742108	marine	abundance	0.5	0.2	11
39127014	67742108	marine	abundance	0.5	0.2	12
39127177	67742108	marine	abundance	0.5	0.2	13
39126949	67742108	marine	abundance	0.5	0.2	14
39127189	67742108	marine	abundance	0.5	0.2	15
39127204	67742108	marine	abundance	0.5	0.2	16
39127006	67742108	marine	abundance	0.5	0.2	17
39127013	67742108	marine	abundance	0.5	0.2	18
39127103	67742108	marine	abundance	0.5	0.2	19
39127267	67742108	marine	abundance	0.5	0.2	20
44717101	77420151	marine	abundance	0.6	0.2	1
44717011	77420151	marine	abundance	0.6	0.2	2
44717305	77420151	marine	abundance	0.6	0.2	3
44717000	77420151	marine	abundance	0.6	0.2	4
44717065	77420151	marine	abundance	0.6	0.2	5
44717111	77420151	marine	abundance	0.6	0.2	6
44717206	77420151	marine	abundance	0.6	0.2	7
44716942	77420151	marine	abundance	0.6	0.2	8
44717036	77420151	marine	abundance	0.6	0.2	9
44717101	77420151	marine	abundance	0.6	0.2	10
44716867	77420151	marine	abundance	0.6	0.2	11
44717000	77420151	marine	abundance	0.6	0.2	12
44717063	77420151	marine	abundance	0.6	0.2	13
44717093	77420151	marine	abundance	0.6	0.2	14
44717114	77420151	marine	abundance	0.6	0.2	15
44717022	77420151	marine	abundance	0.6	0.2	16
44717073	77420151	marine	abundance	0.6	0.2	17
44717065	77420151	marine	abundance	0.6	0.2	18
44717072	77420151	marine	abundance	0.6	0.2	19
44716930	77420151	marine	abundance	0.6	0.2	20
50306736	87097595	marine	abundance	0.7	0.2	1
50306787	87097595	marine	abundance	0.7	0.2	2
50306904	87097595	marine	abundance	0.7	0.2	3
50306821	87097595	marine	abundance	0.7	0.2	4
50306747	87097595	marine	abundance	0.7	0.2	5
50306772	87097595	marine	abundance	0.7	0.2	6
50306855	87097595	marine	abundance	0.7	0.2	7
50306818	87097595	marine	abundance	0.7	0.2	8
50306760	87097595	marine	abundance	0.7	0.2	9
50306661	87097595	marine	abundance	0.7	0.2	10
50306779	87097595	marine	abundance	0.7	0.2	11
50306722	87097595	marine	abundance	0.7	0.2	12
50306755	87097595	marine	abundance	0.7	0.2	13
50306781	87097595	marine	abundance	0.7	0.2	14
50306729	87097595	marine	abundance	0.7	0.2	15
50306903	87097595	marine	abundance	0.7	0.2	16
50306787	87097595	marine	abundance	0.7	0.2	17
50306734	87097595	marine	abundance	0.7	0.2	18
50306835	87097595	marine	abundance	0.7	0.2	19
50306729	87097595	marine	abundance	0.7	0.2	20
55896435	96775039	marine	abundance	0.8	0.2	1
55896435	96775039	marine	abundance	0.8	0.2	2
55896435	96775039	marine	abundance	0.8	0.2	3
55896435	96775039	marine	abundance	0.8	0.2	4
55896435	96775039	marine	abundance	0.8	0.2	5
55896435	96775039	marine	abundance	0.8	0.2	6
55896435	96775039	marine	abundance	0.8	0.2	7
55896435	96775039	marine	abundance	0.8	0.2	8
55896435	96775039	marine	abundance	0.8	0.2	9
55896435	96775039	marine	abundance	0.8	0.2	10
55896435	96775039	marine	abundance	0.8	0.2	11
55896435	96775039	marine	abundance	0.8	0.2	12
55896435	96775039	marine	abundance	0.8	0.2	13
55896435	96775039	marine	abundance	0.8	0.2	14
55896435	96775039	marine	abundance	0.8	0.2	15
55896435	96775039	marine	abundance	0.8	0.2	16
55896435	96775039	marine	abundance	0.8	0.2	17
55896435	96775039	marine	abundance	0.8	0.2	18
55896435	96775039	marine	abundance	0.8	0.2	19
55896435	96775039	marine	abundance	0.8	0.2	20
16767767	29032332	marine	distance	0.1	0.2	1
16767809	29032332	marine	distance	0.1	0.2	2
16767907	29032332	marine	distance	0.1	0.2	3
16767727	29032332	marine	distance	0.1	0.2	4
16767725	29032332	marine	distance	0.1	0.2	5
16767780	29032332	marine	distance	0.1	0.2	6
16767803	29032332	marine	distance	0.1	0.2	7
16767761	29032332	marine	distance	0.1	0.2	8
16767743	29032332	marine	distance	0.1	0.2	9
16767735	29032332	marine	distance	0.1	0.2	10
16767727	29032332	marine	distance	0.1	0.2	11
16767854	29032332	marine	distance	0.1	0.2	12
16767821	29032332	marine	distance	0.1	0.2	13
16767760	29032332	marine	distance	0.1	0.2	14
16767737	29032332	marine	distance	0.1	0.2	15
16767667	29032332	marine	distance	0.1	0.2	16
16767759	29032332	marine	distance	0.1	0.2	17
16767864	29032332	marine	distance	0.1	0.2	18
16767817	29032332	marine	distance	0.1	0.2	19
16767792	29032332	marine	distance	0.1	0.2	20
22357300	38709776	marine	distance	0.2	0.2	1
22357338	38709776	marine	distance	0.2	0.2	2
22357390	38709776	marine	distance	0.2	0.2	3
22357324	38709776	marine	distance	0.2	0.2	4
22357392	38709776	marine	distance	0.2	0.2	5
22357431	38709776	marine	distance	0.2	0.2	6
22357252	38709776	marine	distance	0.2	0.2	7
22357417	38709776	marine	distance	0.2	0.2	8
22357343	38709776	marine	distance	0.2	0.2	9
22357417	38709776	marine	distance	0.2	0.2	10
22357329	38709776	marine	distance	0.2	0.2	11
22357490	38709776	marine	distance	0.2	0.2	12
22357339	38709776	marine	distance	0.2	0.2	13
22357304	38709776	marine	distance	0.2	0.2	14
22357498	38709776	marine	distance	0.2	0.2	15
22357355	38709776	marine	distance	0.2	0.2	16
22357433	38709776	marine	distance	0.2	0.2	17
22357424	38709776	marine	distance	0.2	0.2	18
22357388	38709776	marine	distance	0.2	0.2	19
22357428	38709776	marine	distance	0.2	0.2	20
27947028	48387220	marine	distance	0.3	0.2	1
27947106	48387220	marine	distance	0.3	0.2	2
27947216	48387220	marine	distance	0.3	0.2	3
27947212	48387220	marine	distance	0.3	0.2	4
27946994	48387220	marine	distance	0.3	0.2	5
27947134	48387220	marine	distance	0.3	0.2	6
27947246	48387220	marine	distance	0.3	0.2	7
27947209	48387220	marine	distance	0.3	0.2	8
27947235	48387220	marine	distance	0.3	0.2	9
27947208	48387220	marine	distance	0.3	0.2	10
27947076	48387220	marine	distance	0.3	0.2	11
27947227	48387220	marine	distance	0.3	0.2	12
27947125	48387220	marine	distance	0.3	0.2	13
27947235	48387220	marine	distance	0.3	0.2	14
27947142	48387220	marine	distance	0.3	0.2	15
27947259	48387220	marine	distance	0.3	0.2	16
27947163	48387220	marine	distance	0.3	0.2	17
27947182	48387220	marine	distance	0.3	0.2	18
27947120	48387220	marine	distance	0.3	0.2	19
27947086	48387220	marine	distance	0.3	0.2	20
33536632	58064664	marine	distance	0.4	0.2	1
33536831	58064664	marine	distance	0.4	0.2	2
33536715	58064664	marine	distance	0.4	0.2	3
33537006	58064664	marine	distance	0.4	0.2	4
33536912	58064664	marine	distance	0.4	0.2	5
33536842	58064664	marine	distance	0.4	0.2	6
33536910	58064664	marine	distance	0.4	0.2	7
33536683	58064664	marine	distance	0.4	0.2	8
33536910	58064664	marine	distance	0.4	0.2	9
33536692	58064664	marine	distance	0.4	0.2	10
33536683	58064664	marine	distance	0.4	0.2	11
33536866	58064664	marine	distance	0.4	0.2	12
33536798	58064664	marine	distance	0.4	0.2	13
33536834	58064664	marine	distance	0.4	0.2	14
33536855	58064664	marine	distance	0.4	0.2	15
33536825	58064664	marine	distance	0.4	0.2	16
33536988	58064664	marine	distance	0.4	0.2	17
33536756	58064664	marine	distance	0.4	0.2	18
33536728	58064664	marine	distance	0.4	0.2	19
33536937	58064664	marine	distance	0.4	0.2	20
39126601	67742108	marine	distance	0.5	0.2	1
39126568	67742108	marine	distance	0.5	0.2	2
39126482	67742108	marine	distance	0.5	0.2	3
39126572	67742108	marine	distance	0.5	0.2	4
39126400	67742108	marine	distance	0.5	0.2	5
39126535	67742108	marine	distance	0.5	0.2	6
39126596	67742108	marine	distance	0.5	0.2	7
39126401	67742108	marine	distance	0.5	0.2	8
39126465	67742108	marine	distance	0.5	0.2	9
39126369	67742108	marine	distance	0.5	0.2	10
39126440	67742108	marine	distance	0.5	0.2	11
39126455	67742108	marine	distance	0.5	0.2	12
39126610	67742108	marine	distance	0.5	0.2	13
39126417	67742108	marine	distance	0.5	0.2	14
39126460	67742108	marine	distance	0.5	0.2	15
39126535	67742108	marine	distance	0.5	0.2	16
39126358	67742108	marine	distance	0.5	0.2	17
39126438	67742108	marine	distance	0.5	0.2	18
39126472	67742108	marine	distance	0.5	0.2	19
39126405	67742108	marine	distance	0.5	0.2	20
44716597	77420151	marine	distance	0.6	0.2	1
44716489	77420151	marine	distance	0.6	0.2	2
44716637	77420151	marine	distance	0.6	0.2	3
44716352	77420151	marine	distance	0.6	0.2	4
44716399	77420151	marine	distance	0.6	0.2	5
44716561	77420151	marine	distance	0.6	0.2	6
44716464	77420151	marine	distance	0.6	0.2	7
44716306	77420151	marine	distance	0.6	0.2	8
44716508	77420151	marine	distance	0.6	0.2	9
44716434	77420151	marine	distance	0.6	0.2	10
44716397	77420151	marine	distance	0.6	0.2	11
44716604	77420151	marine	distance	0.6	0.2	12
44716534	77420151	marine	distance	0.6	0.2	13
44716728	77420151	marine	distance	0.6	0.2	14
44716485	77420151	marine	distance	0.6	0.2	15
44716406	77420151	marine	distance	0.6	0.2	16
44716444	77420151	marine	distance	0.6	0.2	17
44716367	77420151	marine	distance	0.6	0.2	18
44716441	77420151	marine	distance	0.6	0.2	19
44716567	77420151	marine	distance	0.6	0.2	20
50306340	87097595	marine	distance	0.7	0.2	1
50306337	87097595	marine	distance	0.7	0.2	2
50306409	87097595	marine	distance	0.7	0.2	3
50306493	87097595	marine	distance	0.7	0.2	4
50306316	87097595	marine	distance	0.7	0.2	5
50306257	87097595	marine	distance	0.7	0.2	6
50306318	87097595	marine	distance	0.7	0.2	7
50306250	87097595	marine	distance	0.7	0.2	8
50306191	87097595	marine	distance	0.7	0.2	9
50306299	87097595	marine	distance	0.7	0.2	10
50306189	87097595	marine	distance	0.7	0.2	11
50306312	87097595	marine	distance	0.7	0.2	12
50306216	87097595	marine	distance	0.7	0.2	13
50306263	87097595	marine	distance	0.7	0.2	14
50306233	87097595	marine	distance	0.7	0.2	15
50306216	87097595	marine	distance	0.7	0.2	16
50306355	87097595	marine	distance	0.7	0.2	17
50306377	87097595	marine	distance	0.7	0.2	18
50306188	87097595	marine	distance	0.7	0.2	19
50306306	87097595	marine	distance	0.7	0.2	20
55896435	96775039	marine	distance	0.8	0.2	1
55896435	96775039	marine	distance	0.8	0.2	2
55896435	96775039	marine	distance	0.8	0.2	3
55896435	96775039	marine	distance	0.8	0.2	4
55896435	96775039	marine	distance	0.8	0.2	5
55896435	96775039	marine	distance	0.8	0.2	6
55896435	96775039	marine	distance	0.8	0.2	7
55896435	96775039	marine	distance	0.8	0.2	8
55896435	96775039	marine	distance	0.8	0.2	9
55896435	96775039	marine	distance	0.8	0.2	10
55896435	96775039	marine	distance	0.8	0.2	11
55896435	96775039	marine	distance	0.8	0.2	12
55896435	96775039	marine	distance	0.8	0.2	13
55896435	96775039	marine	distance	0.8	0.2	14
55896435	96775039	marine	distance	0.8	0.2	15
55896435	96775039	marine	distance	0.8	0.2	16
55896435	96775039	marine	distance	0.8	0.2	17
55896435	96775039	marine	distance	0.8	0.2	18
55896435	96775039	marine	distance	0.8	0.2	19
55896435	96775039	marine	distance	0.8	0.2	20
4991268	10155201	mouse	simple	0.1	0.2	1
4991249	10155201	mouse	simple	0.1	0.2	2
4991186	10155201	mouse	simple	0.1	0.2	3
4991226	10155201	mouse	simple	0.1	0.2	4
4991271	10155201	mouse	simple	0.1	0.2	5
4991233	10155201	mouse	simple	0.1	0.2	6
4991197	10155201	mouse	simple	0.1	0.2	7
4991274	10155201	mouse	simple	0.1	0.2	8
4991201	10155201	mouse	simple	0.1	0.2	9
4991176	10155201	mouse	simple	0.1	0.2	10
4991297	10155201	mouse	simple	0.1	0.2	11
4991173	10155201	mouse	simple	0.1	0.2	12
4991220	10155201	mouse	simple	0.1	0.2	13
4991418	10155201	mouse	simple	0.1	0.2	14
4991130	10155201	mouse	simple	0.1	0.2	15
4991193	10155201	mouse	simple	0.1	0.2	16
4991235	10155201	mouse	simple	0.1	0.2	17
4991150	10155201	mouse	simple	0.1	0.2	18
4991273	10155201	mouse	simple	0.1	0.2	19
4991226	10155201	mouse	simple	0.1	0.2	20
6654930	13540268	mouse	simple	0.2	0.2	1
6654892	13540268	mouse	simple	0.2	0.2	2
6654987	13540268	mouse	simple	0.2	0.2	3
6654810	13540268	mouse	simple	0.2	0.2	4
6655061	13540268	mouse	simple	0.2	0.2	5
6655076	13540268	mouse	simple	0.2	0.2	6
6655061	13540268	mouse	simple	0.2	0.2	7
6654904	13540268	mouse	simple	0.2	0.2	8
6654884	13540268	mouse	simple	0.2	0.2	9
6654862	13540268	mouse	simple	0.2	0.2	10
6655015	13540268	mouse	simple	0.2	0.2	11
6654899	13540268	mouse	simple	0.2	0.2	12
6655061	13540268	mouse	simple	0.2	0.2	13
6655090	13540268	mouse	simple	0.2	0.2	14
6655012	13540268	mouse	simple	0.2	0.2	15
6655007	13540268	mouse	simple	0.2	0.2	16
6655058	13540268	mouse	simple	0.2	0.2	17
6654854	13540268	mouse	simple	0.2	0.2	18
6655054	13540268	mouse	simple	0.2	0.2	19
6655204	13540268	mouse	simple	0.2	0.2	20
8318704	16925335	mouse	simple	0.3	0.2	1
8318660	16925335	mouse	simple	0.3	0.2	2
8318640	16925335	mouse	simple	0.3	0.2	3
8318725	16925335	mouse	simple	0.3	0.2	4
8318773	16925335	mouse	simple	0.3	0.2	5
8318745	16925335	mouse	simple	0.3	0.2	6
8318752	16925335	mouse	simple	0.3	0.2	7
8318766	16925335	mouse	simple	0.3	0.2	8
8318629	16925335	mouse	simple	0.3	0.2	9
8318748	16925335	mouse	simple	0.3	0.2	10
8318928	16925335	mouse	simple	0.3	0.2	11
8318710	16925335	mouse	simple	0.3	0.2	12
8318703	16925335	mouse	simple	0.3	0.2	13
8318821	16925335	mouse	simple	0.3	0.2	14
8318698	16925335	mouse	simple	0.3	0.2	15
8318745	16925335	mouse	simple	0.3	0.2	16
8318667	16925335	mouse	simple	0.3	0.2	17
8318698	16925335	mouse	simple	0.3	0.2	18
8318723	16925335	mouse	simple	0.3	0.2	19
8318696	16925335	mouse	simple	0.3	0.2	20
9982465	20310402	mouse	simple	0.4	0.2	1
9982507	20310402	mouse	simple	0.4	0.2	2
9982483	20310402	mouse	simple	0.4	0.2	3
9982432	20310402	mouse	simple	0.4	0.2	4
9982525	20310402	mouse	simple	0.4	0.2	5
9982509	20310402	mouse	simple	0.4	0.2	6
9982338	20310402	mouse	simple	0.4	0.2	7
9982383	20310402	mouse	simple	0.4	0.2	8
9982438	20310402	mouse	simple	0.4	0.2	9
9982329	20310402	mouse	simple	0.4	0.2	10
9982542	20310402	mouse	simple	0.4	0.2	11
9982450	20310402	mouse	simple	0.4	0.2	12
9982421	20310402	mouse	simple	0.4	0.2	13
9982557	20310402	mouse	simple	0.4	0.2	14
9982504	20310402	mouse	simple	0.4	0.2	15
9982389	20310402	mouse	simple	0.4	0.2	16
9982689	20310402	mouse	simple	0.4	0.2	17
9982459	20310402	mouse	simple	0.4	0.2	18
9982562	20310402	mouse	simple	0.4	0.2	19
9982463	20310402	mouse	simple	0.4	0.2	20
11646504	23695966	mouse	simple	0.5	0.2	1
11646576	23695966	mouse	simple	0.5	0.2	2
11646518	23695966	mouse	simple	0.5	0.2	3
11646508	23695966	mouse	simple	0.5	0.2	4
11646565	23695966	mouse	simple	0.5	0.2	5
11646473	23695966	mouse	simple	0.5	0.2	6
11646414	23695966	mouse	simple	0.5	0.2	7
11646368	23695966	mouse	simple	0.5	0.2	8
11646437	23695966	mouse	simple	0.5	0.2	9
11646505	23695966	mouse	simple	0.5	0.2	10
11646533	23695966	mouse	simple	0.5	0.2	11
11646435	23695966	mouse	simple	0.5	0.2	12
11646439	23695966	mouse	simple	0.5	0.2	13
11646646	23695966	mouse	simple	0.5	0.2	14
11646487	23695966	mouse	simple	0.5	0.2	15
11646470	23695966	mouse	simple	0.5	0.2	16
11646491	23695966	mouse	simple	0.5	0.2	17
11646371	23695966	mouse	simple	0.5	0.2	18
11646621	23695966	mouse	simple	0.5	0.2	19
11646534	23695966	mouse	simple	0.5	0.2	20
13310311	27081033	mouse	simple	0.6	0.2	1
13310201	27081033	mouse	simple	0.6	0.2	2
13310090	27081033	mouse	simple	0.6	0.2	3
13310310	27081033	mouse	simple	0.6	0.2	4
13310330	27081033	mouse	simple	0.6	0.2	5
13310331	27081033	mouse	simple	0.6	0.2	6
13310192	27081033	mouse	simple	0.6	0.2	7
13310169	27081033	mouse	simple	0.6	0.2	8
13310183	27081033	mouse	simple	0.6	0.2	9
13310287	27081033	mouse	simple	0.6	0.2	10
13310280	27081033	mouse	simple	0.6	0.2	11
13310230	27081033	mouse	simple	0.6	0.2	12
13310247	27081033	mouse	simple	0.6	0.2	13
13310224	27081033	mouse	simple	0.6	0.2	14
13310214	27081033	mouse	simple	0.6	0.2	15
13310240	27081033	mouse	simple	0.6	0.2	16
13310233	27081033	mouse	simple	0.6	0.2	17
13310225	27081033	mouse	simple	0.6	0.2	18
13310216	27081033	mouse	simple	0.6	0.2	19
13310283	27081033	mouse	simple	0.6	0.2	20
14973969	30466100	mouse	simple	0.7	0.2	1
14973880	30466100	mouse	simple	0.7	0.2	2
14973877	30466100	mouse	simple	0.7	0.2	3
14974031	30466100	mouse	simple	0.7	0.2	4
14974088	30466100	mouse	simple	0.7	0.2	5
14974000	30466100	mouse	simple	0.7	0.2	6
14973905	30466100	mouse	simple	0.7	0.2	7
14973910	30466100	mouse	simple	0.7	0.2	8
14973932	30466100	mouse	simple	0.7	0.2	9
14973963	30466100	mouse	simple	0.7	0.2	10
14973940	30466100	mouse	simple	0.7	0.2	11
14973929	30466100	mouse	simple	0.7	0.2	12
14973865	30466100	mouse	simple	0.7	0.2	13
14973942	30466100	mouse	simple	0.7	0.2	14
14974045	30466100	mouse	simple	0.7	0.2	15
14973955	30466100	mouse	simple	0.7	0.2	16
14973937	30466100	mouse	simple	0.7	0.2	17
14973934	30466100	mouse	simple	0.7	0.2	18
14973975	30466100	mouse	simple	0.7	0.2	19
14974044	30466100	mouse	simple	0.7	0.2	20
16637708	33851167	mouse	simple	0.8	0.2	1
16637708	33851167	mouse	simple	0.8	0.2	2
16637708	33851167	mouse	simple	0.8	0.2	3
16637708	33851167	mouse	simple	0.8	0.2	4
16637708	33851167	mouse	simple	0.8	0.2	5
16637708	33851167	mouse	simple	0.8	0.2	6
16637708	33851167	mouse	simple	0.8	0.2	7
16637708	33851167	mouse	simple	0.8	0.2	8
16637708	33851167	mouse	simple	0.8	0.2	9
16637708	33851167	mouse	simple	0.8	0.2	10
16637708	33851167	mouse	simple	0.8	0.2	11
16637708	33851167	mouse	simple	0.8	0.2	12
16637708	33851167	mouse	simple	0.8	0.2	13
16637708	33851167	mouse	simple	0.8	0.2	14
16637708	33851167	mouse	simple	0.8	0.2	15
16637708	33851167	mouse	simple	0.8	0.2	16
16637708	33851167	mouse	simple	0.8	0.2	17
16637708	33851167	mouse	simple	0.8	0.2	18
16637708	33851167	mouse	simple	0.8	0.2	19
16637708	33851167	mouse	simple	0.8	0.2	20
4991310	10155201	mouse	abundance	0.1	0.2	1
4991310	10155201	mouse	abundance	0.1	0.2	2
4991370	10155201	mouse	abundance	0.1	0.2	3
4991371	10155201	mouse	abundance	0.1	0.2	4
4991521	10155201	mouse	abundance	0.1	0.2	5
4991510	10155201	mouse	abundance	0.1	0.2	6
4991434	10155201	mouse	abundance	0.1	0.2	7
4991351	10155201	mouse	abundance	0.1	0.2	8
4991390	10155201	mouse	abundance	0.1	0.2	9
4991390	10155201	mouse	abundance	0.1	0.2	10
4991468	10155201	mouse	abundance	0.1	0.2	11
4991458	10155201	mouse	abundance	0.1	0.2	12
4991383	10155201	mouse	abundance	0.1	0.2	13
4991561	10155201	mouse	abundance	0.1	0.2	14
4991578	10155201	mouse	abundance	0.1	0.2	15
4991441	10155201	mouse	abundance	0.1	0.2	16
4991440	10155201	mouse	abundance	0.1	0.2	17
4991446	10155201	mouse	abundance	0.1	0.2	18
4991545	10155201	mouse	abundance	0.1	0.2	19
4991565	10155201	mouse	abundance	0.1	0.2	20
6655105	13540268	mouse	abundance	0.2	0.2	1
6655236	13540268	mouse	abundance	0.2	0.2	2
6655135	13540268	mouse	abundance	0.2	0.2	3
6655199	13540268	mouse	abundance	0.2	0.2	4
6655254	13540268	mouse	abundance	0.2	0.2	5
6655055	13540268	mouse	abundance	0.2	0.2	6
6655182	13540268	mouse	abundance	0.2	0.2	7
6655185	13540268	mouse	abundance	0.2	0.2	8
6655167	13540268	mouse	abundance	0.2	0.2	9
6655167	13540268	mouse	abundance	0.2	0.2	10
6655023	13540268	mouse	abundance	0.2	0.2	11
6655221	13540268	mouse	abundance	0.2	0.2	12
6655177	13540268	mouse	abundance	0.2	0.2	13
6655130	13540268	mouse	abundance	0.2	0.2	14
6655206	13540268	mouse	abundance	0.2	0.2	15
6655227	13540268	mouse	abundance	0.2	0.2	16
6655305	13540268	mouse	abundance	0.2	0.2	17
6655157	13540268	mouse	abundance	0.2	0.2	18
