n_gaps	total_chars	dataset	ref_weight	ref_frac	sample_frac	seed
71368095	115854177	soil	abundance	0.6	0.2	19
71368006	115854177	soil	abundance	0.6	0.2	20
80289240	130336361	soil	abundance	0.7	0.2	1
80289611	130336361	soil	abundance	0.7	0.2	2
80289469	130336361	soil	abundance	0.7	0.2	3
80289219	130336361	soil	abundance	0.7	0.2	4
80289248	130336361	soil	abundance	0.7	0.2	5
80289313	130336361	soil	abundance	0.7	0.2	6
80289545	130336361	soil	abundance	0.7	0.2	7
80289427	130336361	soil	abundance	0.7	0.2	8
80289215	130336361	soil	abundance	0.7	0.2	9
80289272	130336361	soil	abundance	0.7	0.2	10
80289268	130336361	soil	abundance	0.7	0.2	11
80289361	130336361	soil	abundance	0.7	0.2	12
80289253	130336361	soil	abundance	0.7	0.2	13
80289405	130336361	soil	abundance	0.7	0.2	14
80289193	130336361	soil	abundance	0.7	0.2	15
80289227	130336361	soil	abundance	0.7	0.2	16
80288893	130336361	soil	abundance	0.7	0.2	17
80289489	130336361	soil	abundance	0.7	0.2	18
80289529	130336361	soil	abundance	0.7	0.2	19
80289399	130336361	soil	abundance	0.7	0.2	20
89210119	144817886	soil	abundance	0.8	0.2	1
89210119	144817886	soil	abundance	0.8	0.2	2
89210119	144817886	soil	abundance	0.8	0.2	3
89210119	144817886	soil	abundance	0.8	0.2	4
89210119	144817886	soil	abundance	0.8	0.2	5
89210119	144817886	soil	abundance	0.8	0.2	6
89210119	144817886	soil	abundance	0.8	0.2	7
89210119	144817886	soil	abundance	0.8	0.2	8
89210119	144817886	soil	abundance	0.8	0.2	9
89210119	144817886	soil	abundance	0.8	0.2	10
89210119	144817886	soil	abundance	0.8	0.2	11
89210119	144817886	soil	abundance	0.8	0.2	12
89210119	144817886	soil	abundance	0.8	0.2	13
89210119	144817886	soil	abundance	0.8	0.2	14
89210119	144817886	soil	abundance	0.8	0.2	15
89210119	144817886	soil	abundance	0.8	0.2	16
89210119	144817886	soil	abundance	0.8	0.2	17
89210119	144817886	soil	abundance	0.8	0.2	18
89210119	144817886	soil	abundance	0.8	0.2	19
89210119	144817886	soil	abundance	0.8	0.2	20
26763379	43445234	soil	distance	0.1	0.2	1
26763475	43445234	soil	distance	0.1	0.2	2
26763605	43445234	soil	distance	0.1	0.2	3
26763842	43445234	soil	distance	0.1	0.2	4
26763291	43445234	soil	distance	0.1	0.2	5
26763525	43445234	soil	distance	0.1	0.2	6
26763381	43445234	soil	distance	0.1	0.2	7
26763377	43445234	soil	distance	0.1	0.2	8
26763240	43445234	soil	distance	0.1	0.2	9
26763203	43445234	soil	distance	0.1	0.2	10
26763545	43445234	soil	distance	0.1	0.2	11
26763711	43445234	soil	distance	0.1	0.2	12
26763460	43445234	soil	distance	0.1	0.2	13
26763427	43445234	soil	distance	0.1	0.2	14
26763331	43445234	soil	distance	0.1	0.2	15
26763515	43445234	soil	distance	0.1	0.2	16
26763532	43445234	soil	distance	0.1	0.2	17
26763379	43445234	soil	distance	0.1	0.2	18
26763758	43445234	soil	distance	0.1	0.2	19
26763365	43445234	soil	distance	0.1	0.2	20
35684616	57927418	soil	distance	0.2	0.2	1
35684963	57927418	soil	distance	0.2	0.2	2
35684895	57927418	soil	distance	0.2	0.2	3
35684636	57927418	soil	distance	0.2	0.2	4
35685004	57927418	soil	distance	0.2	0.2	5
35685063	57927418	soil	distance	0.2	0.2	6
35684875	57927418	soil	distance	0.2	0.2	7
35684581	57927418	soil	distance	0.2	0.2	8
35684840	57927418	soil	distance	0.2	0.2	9
35684990	57927418	soil	distance	0.2	0.2	10
35685195	57927418	soil	distance	0.2	0.2	11
35685152	57927418	soil	distance	0.2	0.2	12
35684994	57927418	soil	distance	0.2	0.2	13
35684901	57927418	soil	distance	0.2	0.2	14
35684650	57927418	soil	distance	0.2	0.2	15
35685106	57927418	soil	distance	0.2	0.2	16
35685188	57927418	soil	distance	0.2	0.2	17
35684663	57927418	soil	distance	0.2	0.2	18
35684682	57927418	soil	distance	0.2	0.2	19
35684896	57927418	soil	distance	0.2	0.2	20
44605422	72408943	soil	distance	0.3	0.2	1
44605542	72408943	soil	distance	0.3	0.2	2
44605659	72408943	soil	distance	0.3	0.2	3
44605694	72408943	soil	distance	0.3	0.2	4
44605467	72408943	soil	distance	0.3	0.2	5
44605612	72408943	soil	distance	0.3	0.2	6
44605903	72408943	soil	distance	0.3	0.2	7
44605836	72408943	soil	distance	0.3	0.2	8
44605477	72408943	soil	distance	0.3	0.2	9
44605699	72408943	soil	distance	0.3	0.2	10
44605717	72408943	soil	distance	0.3	0.2	11
44605461	72408943	soil	distance	0.3	0.2	12
44606060	72408943	soil	distance	0.3	0.2	13
44605496	72408943	soil	distance	0.3	0.2	14
44605625	72408943	soil	distance	0.3	0.2	15
44605717	72408943	soil	distance	0.3	0.2	16
44605085	72408943	soil	distance	0.3	0.2	17
44605764	72408943	soil	distance	0.3	0.2	18
44605238	72408943	soil	distance	0.3	0.2	19
44605611	72408943	soil	distance	0.3	0.2	20
53526966	86891127	soil	distance	0.4	0.2	1
53526355	86891127	soil	distance	0.4	0.2	2
53526645	86891127	soil	distance	0.4	0.2	3
53526094	86891127	soil	distance	0.4	0.2	4
53526999	86891127	soil	distance	0.4	0.2	5
53526039	86891127	soil	distance	0.4	0.2	6
53526293	86891127	soil	distance	0.4	0.2	7
53526576	86891127	soil	distance	0.4	0.2	8
53526759	86891127	soil	distance	0.4	0.2	9
53526396	86891127	soil	distance	0.4	0.2	10
53526467	86891127	soil	distance	0.4	0.2	11
53526431	86891127	soil	distance	0.4	0.2	12
53526885	86891127	soil	distance	0.4	0.2	13
53526977	86891127	soil	distance	0.4	0.2	14
53526700	86891127	soil	distance	0.4	0.2	15
53526126	86891127	soil	distance	0.4	0.2	16
53526581	86891127	soil	distance	0.4	0.2	17
53526867	86891127	soil	distance	0.4	0.2	18
53526896	86891127	soil	distance	0.4	0.2	19
53527016	86891127	soil	distance	0.4	0.2	20
62447553	101372652	soil	distance	0.5	0.2	1
62447855	101372652	soil	distance	0.5	0.2	2
62447476	101372652	soil	distance	0.5	0.2	3
62447349	101372652	soil	distance	0.5	0.2	4
62447188	101372652	soil	distance	0.5	0.2	5
62447522	101372652	soil	distance	0.5	0.2	6
62447378	101372652	soil	distance	0.5	0.2	7
62447429	101372652	soil	distance	0.5	0.2	8
62447542	101372652	soil	distance	0.5	0.2	9
62446922	101372652	soil	distance	0.5	0.2	10
62447058	101372652	soil	distance	0.5	0.2	11
62447110	101372652	soil	distance	0.5	0.2	12
62447190	101372652	soil	distance	0.5	0.2	13
62446945	101372652	soil	distance	0.5	0.2	14
62447693	101372652	soil	distance	0.5	0.2	15
62447455	101372652	soil	distance	0.5	0.2	16
62447303	101372652	soil	distance	0.5	0.2	17
62447020	101372652	soil	distance	0.5	0.2	18
62447618	101372652	soil	distance	0.5	0.2	19
62447287	101372652	soil	distance	0.5	0.2	20
71367857	115854177	soil	distance	0.6	0.2	1
71367947	115854177	soil	distance	0.6	0.2	2
71368208	115854177	soil	distance	0.6	0.2	3
71367997	115854177	soil	distance	0.6	0.2	4
71367983	115854177	soil	distance	0.6	0.2	5
71368062	115854177	soil	distance	0.6	0.2	6
71367979	115854177	soil	distance	0.6	0.2	7
71367961	115854177	soil	distance	0.6	0.2	8
71368070	115854177	soil	distance	0.6	0.2	9
71368315	115854177	soil	distance	0.6	0.2	10
71367770	115854177	soil	distance	0.6	0.2	11
71367848	115854177	soil	distance	0.6	0.2	12
71367630	115854177	soil	distance	0.6	0.2	13
71368434	115854177	soil	distance	0.6	0.2	14
71368026	115854177	soil	distance	0.6	0.2	15
71368191	115854177	soil	distance	0.6	0.2	16
71367916	115854177	soil	distance	0.6	0.2	17
71367888	115854177	soil	distance	0.6	0.2	18
71367988	115854177	soil	distance	0.6	0.2	19
71368348	115854177	soil	distance	0.6	0.2	20
80289102	130336361	soil	distance	0.7	0.2	1
80289127	130336361	soil	distance	0.7	0.2	2
80289019	130336361	soil	distance	0.7	0.2	3
80289050	130336361	soil	distance	0.7	0.2	4
80289411	130336361	soil	distance	0.7	0.2	5
80289484	130336361	soil	distance	0.7	0.2	6
80289202	130336361	soil	distance	0.7	0.2	7
80289338	130336361	soil	distance	0.7	0.2	8
80289068	130336361	soil	distance	0.7	0.2	9
80289476	130336361	soil	distance	0.7	0.2	10
80289049	130336361	soil	distance	0.7	0.2	11
80288797	130336361	soil	distance	0.7	0.2	12
80289066	130336361	soil	distance	0.7	0.2	13
80289558	130336361	soil	distance	0.7	0.2	14
80289143	130336361	soil	distance	0.7	0.2	15
80289128	130336361	soil	distance	0.7	0.2	16
80289454	130336361	soil	distance	0.7	0.2	17
80289280	130336361	soil	distance	0.7	0.2	18
80289304	130336361	soil	distance	0.7	0.2	19
80289240	130336361	soil	distance	0.7	0.2	20
89210119	144817886	soil	distance	0.8	0.2	1
89210119	144817886	soil	distance	0.8	0.2	2
89210119	144817886	soil	distance	0.8	0.2	3
89210119	144817886	soil	distance	0.8	0.2	4
89210119	144817886	soil	distance	0.8	0.2	5
89210119	144817886	soil	distance	0.8	0.2	6
89210119	144817886	soil	distance	0.8	0.2	7
89210119	144817886	soil	distance	0.8	0.2	8
89210119	144817886	soil	distance	0.8	0.2	9
89210119	144817886	soil	distance	0.8	0.2	10
89210119	144817886	soil	distance	0.8	0.2	11
89210119	144817886	soil	distance	0.8	0.2	12
89210119	144817886	soil	distance	0.8	0.2	13
89210119	144817886	soil	distance	0.8	0.2	14
89210119	144817886	soil	distance	0.8	0.2	15
89210119	144817886	soil	distance	0.8	0.2	16
89210119	144817886	soil	distance	0.8	0.2	17
89210119	144817886	soil	distance	0.8	0.2	18
89210119	144817886	soil	distance	0.8	0.2	19
89210119	144817886	soil	distance	0.8	0.2	20
