dataset	ref_weight	ref_frac	sample_frac	seed	num_ref_seqs	num_sample_seqs
mouse	abundance	0.7	0.2	14	47678	13622
mouse	abundance	0.7	0.2	15	47678	13622
mouse	abundance	0.7	0.2	16	47678	13622
mouse	abundance	0.7	0.2	17	47678	13622
mouse	abundance	0.7	0.2	18	47678	13622
mouse	abundance	0.7	0.2	19	47678	13622
mouse	abundance	0.7	0.2	20	47678	13622
mouse	abundance	0.8	0.2	1	54489	13622
mouse	abundance	0.8	0.2	2	54489	13622
mouse	abundance	0.8	0.2	3	54489	13622
mouse	abundance	0.8	0.2	4	54489	13622
mouse	abundance	0.8	0.2	5	54489	13622
mouse	abundance	0.8	0.2	6	54489	13622
mouse	abundance	0.8	0.2	7	54489	13622
mouse	abundance	0.8	0.2	8	54489	13622
mouse	abundance	0.8	0.2	9	54489	13622
mouse	abundance	0.8	0.2	10	54489	13622
mouse	abundance	0.8	0.2	11	54489	13622
mouse	abundance	0.8	0.2	12	54489	13622
mouse	abundance	0.8	0.2	13	54489	13622
mouse	abundance	0.8	0.2	14	54489	13622
mouse	abundance	0.8	0.2	15	54489	13622
mouse	abundance	0.8	0.2	16	54489	13622
mouse	abundance	0.8	0.2	17	54489	13622
mouse	abundance	0.8	0.2	18	54489	13622
mouse	abundance	0.8	0.2	19	54489	13622
mouse	abundance	0.8	0.2	20	54489	13622
mouse	distance	0.1	0.2	1	6811	13622
mouse	distance	0.1	0.2	2	6811	13622
mouse	distance	0.1	0.2	3	6811	13622
mouse	distance	0.1	0.2	4	6811	13622
mouse	distance	0.1	0.2	5	6811	13622
mouse	distance	0.1	0.2	6	6811	13622
mouse	distance	0.1	0.2	7	6811	13622
mouse	distance	0.1	0.2	8	6811	13622
mouse	distance	0.1	0.2	9	6811	13622
mouse	distance	0.1	0.2	10	6811	13622
mouse	distance	0.1	0.2	11	6811	13622
mouse	distance	0.1	0.2	12	6811	13622
mouse	distance	0.1	0.2	13	6811	13622
mouse	distance	0.1	0.2	14	6811	13622
mouse	distance	0.1	0.2	15	6811	13622
mouse	distance	0.1	0.2	16	6811	13622
mouse	distance	0.1	0.2	17	6811	13622
mouse	distance	0.1	0.2	18	6811	13622
mouse	distance	0.1	0.2	19	6811	13622
mouse	distance	0.1	0.2	20	6811	13622
mouse	distance	0.2	0.2	1	13622	13622
mouse	distance	0.2	0.2	2	13622	13622
mouse	distance	0.2	0.2	3	13622	13622
mouse	distance	0.2	0.2	4	13622	13622
mouse	distance	0.2	0.2	5	13622	13622
mouse	distance	0.2	0.2	6	13622	13622
mouse	distance	0.2	0.2	7	13622	13622
mouse	distance	0.2	0.2	8	13622	13622
mouse	distance	0.2	0.2	9	13622	13622
mouse	distance	0.2	0.2	10	13622	13622
mouse	distance	0.2	0.2	11	13622	13622
mouse	distance	0.2	0.2	12	13622	13622
mouse	distance	0.2	0.2	13	13622	13622
mouse	distance	0.2	0.2	14	13622	13622
mouse	distance	0.2	0.2	15	13622	13622
mouse	distance	0.2	0.2	16	13622	13622
mouse	distance	0.2	0.2	17	13622	13622
mouse	distance	0.2	0.2	18	13622	13622
mouse	distance	0.2	0.2	19	13622	13622
mouse	distance	0.2	0.2	20	13622	13622
mouse	distance	0.3	0.2	1	20433	13622
mouse	distance	0.3	0.2	2	20433	13622
mouse	distance	0.3	0.2	3	20433	13622
mouse	distance	0.3	0.2	4	20433	13622
mouse	distance	0.3	0.2	5	20433	13622
mouse	distance	0.3	0.2	6	20433	13622
mouse	distance	0.3	0.2	7	20433	13622
mouse	distance	0.3	0.2	8	20433	13622
mouse	distance	0.3	0.2	9	20433	13622
mouse	distance	0.3	0.2	10	20433	13622
mouse	distance	0.3	0.2	11	20433	13622
mouse	distance	0.3	0.2	12	20433	13622
mouse	distance	0.3	0.2	13	20433	13622
mouse	distance	0.3	0.2	14	20433	13622
mouse	distance	0.3	0.2	15	20433	13622
mouse	distance	0.3	0.2	16	20433	13622
mouse	distance	0.3	0.2	17	20433	13622
mouse	distance	0.3	0.2	18	20433	13622
mouse	distance	0.3	0.2	19	20433	13622
mouse	distance	0.3	0.2	20	20433	13622
mouse	distance	0.4	0.2	1	27244	13622
mouse	distance	0.4	0.2	2	27244	13622
mouse	distance	0.4	0.2	3	27244	13622
mouse	distance	0.4	0.2	4	27244	13622
mouse	distance	0.4	0.2	5	27244	13622
mouse	distance	0.4	0.2	6	27244	13622
mouse	distance	0.4	0.2	7	27244	13622
mouse	distance	0.4	0.2	8	27244	13622
mouse	distance	0.4	0.2	9	27244	13622
mouse	distance	0.4	0.2	10	27244	13622
mouse	distance	0.4	0.2	11	27244	13622
mouse	distance	0.4	0.2	12	27244	13622
mouse	distance	0.4	0.2	13	27244	13622
mouse	distance	0.4	0.2	14	27244	13622
mouse	distance	0.4	0.2	15	27244	13622
mouse	distance	0.4	0.2	16	27244	13622
mouse	distance	0.4	0.2	17	27244	13622
mouse	distance	0.4	0.2	18	27244	13622
mouse	distance	0.4	0.2	19	27244	13622
mouse	distance	0.4	0.2	20	27244	13622
mouse	distance	0.5	0.2	1	34056	13622
mouse	distance	0.5	0.2	2	34056	13622
mouse	distance	0.5	0.2	3	34056	13622
mouse	distance	0.5	0.2	4	34056	13622
mouse	distance	0.5	0.2	5	34056	13622
mouse	distance	0.5	0.2	6	34056	13622
mouse	distance	0.5	0.2	7	34056	13622
mouse	distance	0.5	0.2	8	34056	13622
mouse	distance	0.5	0.2	9	34056	13622
mouse	distance	0.5	0.2	10	34056	13622
mouse	distance	0.5	0.2	11	34056	13622
mouse	distance	0.5	0.2	12	34056	13622
mouse	distance	0.5	0.2	13	34056	13622
mouse	distance	0.5	0.2	14	34056	13622
mouse	distance	0.5	0.2	15	34056	13622
mouse	distance	0.5	0.2	16	34056	13622
mouse	distance	0.5	0.2	17	34056	13622
mouse	distance	0.5	0.2	18	34056	13622
mouse	distance	0.5	0.2	19	34056	13622
mouse	distance	0.5	0.2	20	34056	13622
mouse	distance	0.6	0.2	1	40867	13622
mouse	distance	0.6	0.2	2	40867	13622
mouse	distance	0.6	0.2	3	40867	13622
mouse	distance	0.6	0.2	4	40867	13622
mouse	distance	0.6	0.2	5	40867	13622
mouse	distance	0.6	0.2	6	40867	13622
mouse	distance	0.6	0.2	7	40867	13622
mouse	distance	0.6	0.2	8	40867	13622
mouse	distance	0.6	0.2	9	40867	13622
mouse	distance	0.6	0.2	10	40867	13622
mouse	distance	0.6	0.2	11	40867	13622
mouse	distance	0.6	0.2	12	40867	13622
mouse	distance	0.6	0.2	13	40867	13622
mouse	distance	0.6	0.2	14	40867	13622
mouse	distance	0.6	0.2	15	40867	13622
mouse	distance	0.6	0.2	16	40867	13622
mouse	distance	0.6	0.2	17	40867	13622
mouse	distance	0.6	0.2	18	40867	13622
mouse	distance	0.6	0.2	19	40867	13622
mouse	distance	0.6	0.2	20	40867	13622
mouse	distance	0.7	0.2	1	47678	13622
mouse	distance	0.7	0.2	2	47678	13622
mouse	distance	0.7	0.2	3	47678	13622
mouse	distance	0.7	0.2	4	47678	13622
mouse	distance	0.7	0.2	5	47678	13622
mouse	distance	0.7	0.2	6	47678	13622
mouse	distance	0.7	0.2	7	47678	13622
mouse	distance	0.7	0.2	8	47678	13622
mouse	distance	0.7	0.2	9	47678	13622
mouse	distance	0.7	0.2	10	47678	13622
mouse	distance	0.7	0.2	11	47678	13622
mouse	distance	0.7	0.2	12	47678	13622
mouse	distance	0.7	0.2	13	47678	13622
mouse	distance	0.7	0.2	14	47678	13622
mouse	distance	0.7	0.2	15	47678	13622
mouse	distance	0.7	0.2	16	47678	13622
mouse	distance	0.7	0.2	17	47678	13622
mouse	distance	0.7	0.2	18	47678	13622
mouse	distance	0.7	0.2	19	47678	13622
mouse	distance	0.7	0.2	20	47678	13622
mouse	distance	0.8	0.2	1	54489	13622
mouse	distance	0.8	0.2	2	54489	13622
mouse	distance	0.8	0.2	3	54489	13622
mouse	distance	0.8	0.2	4	54489	13622
mouse	distance	0.8	0.2	5	54489	13622
mouse	distance	0.8	0.2	6	54489	13622
mouse	distance	0.8	0.2	7	54489	13622
mouse	distance	0.8	0.2	8	54489	13622
mouse	distance	0.8	0.2	9	54489	13622
mouse	distance	0.8	0.2	10	54489	13622
mouse	distance	0.8	0.2	11	54489	13622
mouse	distance	0.8	0.2	12	54489	13622
mouse	distance	0.8	0.2	13	54489	13622
mouse	distance	0.8	0.2	14	54489	13622
mouse	distance	0.8	0.2	15	54489	13622
mouse	distance	0.8	0.2	16	54489	13622
mouse	distance	0.8	0.2	17	54489	13622
mouse	distance	0.8	0.2	18	54489	13622
mouse	distance	0.8	0.2	19	54489	13622
mouse	distance	0.8	0.2	20	54489	13622
soil	simple	0.1	0.2	1	21975	43951
soil	simple	0.1	0.2	2	21975	43951
soil	simple	0.1	0.2	3	21975	43951
soil	simple	0.1	0.2	4	21975	43951
soil	simple	0.1	0.2	5	21975	43951
soil	simple	0.1	0.2	6	21975	43951
soil	simple	0.1	0.2	7	21975	43951
soil	simple	0.1	0.2	8	21975	43951
soil	simple	0.1	0.2	9	21975	43951
soil	simple	0.1	0.2	10	21975	43951
soil	simple	0.1	0.2	11	21975	43951
soil	simple	0.1	0.2	12	21975	43951
soil	simple	0.1	0.2	13	21975	43951
soil	simple	0.1	0.2	14	21975	43951
soil	simple	0.1	0.2	15	21975	43951
soil	simple	0.1	0.2	16	21975	43951
soil	simple	0.1	0.2	17	21975	43951
soil	simple	0.1	0.2	18	21975	43951
soil	simple	0.1	0.2	19	21975	43951
soil	simple	0.1	0.2	20	21975	43951
soil	simple	0.2	0.2	1	43951	43951
soil	simple	0.2	0.2	2	43951	43951
soil	simple	0.2	0.2	3	43951	43951
soil	simple	0.2	0.2	4	43951	43951
soil	simple	0.2	0.2	5	43951	43951
soil	simple	0.2	0.2	6	43951	43951
soil	simple	0.2	0.2	7	43951	43951
soil	simple	0.2	0.2	8	43951	43951
soil	simple	0.2	0.2	9	43951	43951
soil	simple	0.2	0.2	10	43951	43951
soil	simple	0.2	0.2	11	43951	43951
soil	simple	0.2	0.2	12	43951	43951
soil	simple	0.2	0.2	13	43951	43951
soil	simple	0.2	0.2	14	43951	43951
soil	simple	0.2	0.2	15	43951	43951
soil	simple	0.2	0.2	16	43951	43951
soil	simple	0.2	0.2	17	43951	43951
soil	simple	0.2	0.2	18	43951	43951
soil	simple	0.2	0.2	19	43951	43951
soil	simple	0.2	0.2	20	43951	43951
soil	simple	0.3	0.2	1	65926	43951
soil	simple	0.3	0.2	2	65926	43951
soil	simple	0.3	0.2	3	65926	43951
soil	simple	0.3	0.2	4	65926	43951
soil	simple	0.3	0.2	5	65926	43951
soil	simple	0.3	0.2	6	65926	43951
soil	simple	0.3	0.2	7	65926	43951
soil	simple	0.3	0.2	8	65926	43951
soil	simple	0.3	0.2	9	65926	43951
soil	simple	0.3	0.2	10	65926	43951
soil	simple	0.3	0.2	11	65926	43951
soil	simple	0.3	0.2	12	65926	43951
soil	simple	0.3	0.2	13	65926	43951
soil	simple	0.3	0.2	14	65926	43951
soil	simple	0.3	0.2	15	65926	43951
soil	simple	0.3	0.2	16	65926	43951
soil	simple	0.3	0.2	17	65926	43951
soil	simple	0.3	0.2	18	65926	43951
soil	simple	0.3	0.2	19	65926	43951
soil	simple	0.3	0.2	20	65926	43951
soil	simple	0.4	0.2	1	87902	43951
soil	simple	0.4	0.2	2	87902	43951
soil	simple	0.4	0.2	3	87902	43951
soil	simple	0.4	0.2	4	87902	43951
soil	simple	0.4	0.2	5	87902	43951
soil	simple	0.4	0.2	6	87902	43951
soil	simple	0.4	0.2	7	87902	43951
soil	simple	0.4	0.2	8	87902	43951
soil	simple	0.4	0.2	9	87902	43951
soil	simple	0.4	0.2	10	87902	43951
soil	simple	0.4	0.2	11	87902	43951
soil	simple	0.4	0.2	12	87902	43951
soil	simple	0.4	0.2	13	87902	43951
soil	simple	0.4	0.2	14	87902	43951
soil	simple	0.4	0.2	15	87902	43951
soil	simple	0.4	0.2	16	87902	43951
soil	simple	0.4	0.2	17	87902	43951
soil	simple	0.4	0.2	18	87902	43951
soil	simple	0.4	0.2	19	87902	43951
soil	simple	0.4	0.2	20	87902	43951
soil	simple	0.5	0.2	1	109877	43951
soil	simple	0.5	0.2	2	109877	43951
soil	simple	0.5	0.2	3	109877	43951
soil	simple	0.5	0.2	4	109877	43951
soil	simple	0.5	0.2	5	109877	43951
soil	simple	0.5	0.2	6	109877	43951
soil	simple	0.5	0.2	7	109877	43951
soil	simple	0.5	0.2	8	109877	43951
soil	simple	0.5	0.2	9	109877	43951
soil	simple	0.5	0.2	10	109877	43951
soil	simple	0.5	0.2	11	109877	43951
soil	simple	0.5	0.2	12	109877	43951
soil	simple	0.5	0.2	13	109877	43951
soil	simple	0.5	0.2	14	109877	43951
soil	simple	0.5	0.2	15	109877	43951
soil	simple	0.5	0.2	16	109877	43951
soil	simple	0.5	0.2	17	109877	43951
soil	simple	0.5	0.2	18	109877	43951
soil	simple	0.5	0.2	19	109877	43951
soil	simple	0.5	0.2	20	109877	43951
soil	simple	0.6	0.2	1	131852	43951
soil	simple	0.6	0.2	2	131852	43951
soil	simple	0.6	0.2	3	131852	43951
soil	simple	0.6	0.2	4	131852	43951
soil	simple	0.6	0.2	5	131852	43951
soil	simple	0.6	0.2	6	131852	43951
soil	simple	0.6	0.2	7	131852	43951
soil	simple	0.6	0.2	8	131852	43951
soil	simple	0.6	0.2	9	131852	43951
soil	simple	0.6	0.2	10	131852	43951
soil	simple	0.6	0.2	11	131852	43951
soil	simple	0.6	0.2	12	131852	43951
soil	simple	0.6	0.2	13	131852	43951
soil	simple	0.6	0.2	14	131852	43951
soil	simple	0.6	0.2	15	131852	43951
soil	simple	0.6	0.2	16	131852	43951
soil	simple	0.6	0.2	17	131852	43951
soil	simple	0.6	0.2	18	131852	43951
soil	simple	0.6	0.2	19	131852	43951
soil	simple	0.6	0.2	20	131852	43951
soil	simple	0.7	0.2	1	153828	43951
soil	simple	0.7	0.2	2	153828	43951
soil	simple	0.7	0.2	3	153828	43951
soil	simple	0.7	0.2	4	153828	43951
soil	simple	0.7	0.2	5	153828	43951
soil	simple	0.7	0.2	6	153828	43951
soil	simple	0.7	0.2	7	153828	43951
soil	simple	0.7	0.2	8	153828	43951
soil	simple	0.7	0.2	9	153828	43951
soil	simple	0.7	0.2	10	153828	43951
soil	simple	0.7	0.2	11	153828	43951
soil	simple	0.7	0.2	12	153828	43951
soil	simple	0.7	0.2	13	153828	43951
soil	simple	0.7	0.2	14	153828	43951
soil	simple	0.7	0.2	15	153828	43951
soil	simple	0.7	0.2	16	153828	43951
soil	simple	0.7	0.2	17	153828	43951
soil	simple	0.7	0.2	18	153828	43951
soil	simple	0.7	0.2	19	153828	43951
soil	simple	0.7	0.2	20	153828	43951
soil	simple	0.8	0.2	1	175803	43951
soil	simple	0.8	0.2	2	175803	43951
soil	simple	0.8	0.2	3	175803	43951
soil	simple	0.8	0.2	4	175803	43951
soil	simple	0.8	0.2	5	175803	43951
soil	simple	0.8	0.2	6	175803	43951
soil	simple	0.8	0.2	7	175803	43951
soil	simple	0.8	0.2	8	175803	43951
soil	simple	0.8	0.2	9	175803	43951
soil	simple	0.8	0.2	10	175803	43951
soil	simple	0.8	0.2	11	175803	43951
soil	simple	0.8	0.2	12	175803	43951
soil	simple	0.8	0.2	13	175803	43951
soil	simple	0.8	0.2	14	175803	43951
soil	simple	0.8	0.2	15	175803	43951
soil	simple	0.8	0.2	16	175803	43951
soil	simple	0.8	0.2	17	175803	43951
soil	simple	0.8	0.2	18	175803	43951
soil	simple	0.8	0.2	19	175803	43951
soil	simple	0.8	0.2	20	175803	43951
soil	abundance	0.1	0.2	1	21975	43951
soil	abundance	0.1	0.2	2	21975	43951
soil	abundance	0.1	0.2	3	21975	43951
soil	abundance	0.1	0.2	4	21975	43951
soil	abundance	0.1	0.2	5	21975	43951
soil	abundance	0.1	0.2	6	21975	43951
soil	abundance	0.1	0.2	7	21975	43951
soil	abundance	0.1	0.2	8	21975	43951
soil	abundance	0.1	0.2	9	21975	43951
soil	abundance	0.1	0.2	10	21975	43951
soil	abundance	0.1	0.2	11	21975	43951
soil	abundance	0.1	0.2	12	21975	43951
soil	abundance	0.1	0.2	13	21975	43951
soil	abundance	0.1	0.2	14	21975	43951
soil	abundance	0.1	0.2	15	21975	43951
soil	abundance	0.1	0.2	16	21975	43951
soil	abundance	0.1	0.2	17	21975	43951
soil	abundance	0.1	0.2	18	21975	43951
soil	abundance	0.1	0.2	19	21975	43951
soil	abundance	0.1	0.2	20	21975	43951
soil	abundance	0.2	0.2	1	43951	43951
soil	abundance	0.2	0.2	2	43951	43951
soil	abundance	0.2	0.2	3	43951	43951
soil	abundance	0.2	0.2	4	43951	43951
soil	abundance	0.2	0.2	5	43951	43951
soil	abundance	0.2	0.2	6	43951	43951
soil	abundance	0.2	0.2	7	43951	43951
soil	abundance	0.2	0.2	8	43951	43951
soil	abundance	0.2	0.2	9	43951	43951
soil	abundance	0.2	0.2	10	43951	43951
soil	abundance	0.2	0.2	11	43951	43951
soil	abundance	0.2	0.2	12	43951	43951
soil	abundance	0.2	0.2	13	43951	43951
soil	abundance	0.2	0.2	14	43951	43951
soil	abundance	0.2	0.2	15	43951	43951
soil	abundance	0.2	0.2	16	43951	43951
soil	abundance	0.2	0.2	17	43951	43951
soil	abundance	0.2	0.2	18	43951	43951
soil	abundance	0.2	0.2	19	43951	43951
soil	abundance	0.2	0.2	20	43951	43951
soil	abundance	0.3	0.2	1	65926	43951
soil	abundance	0.3	0.2	2	65926	43951
soil	abundance	0.3	0.2	3	65926	43951
soil	abundance	0.3	0.2	4	65926	43951
soil	abundance	0.3	0.2	5	65926	43951
soil	abundance	0.3	0.2	6	65926	43951
soil	abundance	0.3	0.2	7	65926	43951
soil	abundance	0.3	0.2	8	65926	43951
soil	abundance	0.3	0.2	9	65926	43951
soil	abundance	0.3	0.2	10	65926	43951
soil	abundance	0.3	0.2	11	65926	43951
soil	abundance	0.3	0.2	12	65926	43951
soil	abundance	0.3	0.2	13	65926	43951
soil	abundance	0.3	0.2	14	65926	43951
soil	abundance	0.3	0.2	15	65926	43951
soil	abundance	0.3	0.2	16	65926	43951
soil	abundance	0.3	0.2	17	65926	43951
soil	abundance	0.3	0.2	18	65926	43951
soil	abundance	0.3	0.2	19	65926	43951
soil	abundance	0.3	0.2	20	65926	43951
soil	abundance	0.4	0.2	1	87902	43951
soil	abundance	0.4	0.2	2	87902	43951
soil	abundance	0.4	0.2	3	87902	43951
soil	abundance	0.4	0.2	4	87902	43951
soil	abundance	0.4	0.2	5	87902	43951
soil	abundance	0.4	0.2	6	87902	43951
soil	abundance	0.4	0.2	7	87902	43951
soil	abundance	0.4	0.2	8	87902	43951
soil	abundance	0.4	0.2	9	87902	43951
soil	abundance	0.4	0.2	10	87902	43951
soil	abundance	0.4	0.2	11	87902	43951
soil	abundance	0.4	0.2	12	87902	43951
soil	abundance	0.4	0.2	13	87902	43951
soil	abundance	0.4	0.2	14	87902	43951
soil	abundance	0.4	0.2	15	87902	43951
soil	abundance	0.4	0.2	16	87902	43951
soil	abundance	0.4	0.2	17	87902	43951
soil	abundance	0.4	0.2	18	87902	43951
soil	abundance	0.4	0.2	19	87902	43951
soil	abundance	0.4	0.2	20	87902	43951
soil	abundance	0.5	0.2	1	109877	43951
soil	abundance	0.5	0.2	2	109877	43951
soil	abundance	0.5	0.2	3	109877	43951
soil	abundance	0.5	0.2	4	109877	43951
soil	abundance	0.5	0.2	5	109877	43951
soil	abundance	0.5	0.2	6	109877	43951
soil	abundance	0.5	0.2	7	109877	43951
soil	abundance	0.5	0.2	8	109877	43951
soil	abundance	0.5	0.2	9	109877	43951
soil	abundance	0.5	0.2	10	109877	43951
soil	abundance	0.5	0.2	11	109877	43951
soil	abundance	0.5	0.2	12	109877	43951
soil	abundance	0.5	0.2	13	109877	43951
soil	abundance	0.5	0.2	14	109877	43951
soil	abundance	0.5	0.2	15	109877	43951
soil	abundance	0.5	0.2	16	109877	43951
soil	abundance	0.5	0.2	17	109877	43951
soil	abundance	0.5	0.2	18	109877	43951
soil	abundance	0.5	0.2	19	109877	43951
soil	abundance	0.5	0.2	20	109877	43951
soil	abundance	0.6	0.2	1	131852	43951
soil	abundance	0.6	0.2	2	131852	43951
soil	abundance	0.6	0.2	3	131852	43951
soil	abundance	0.6	0.2	4	131852	43951
soil	abundance	0.6	0.2	5	131852	43951
soil	abundance	0.6	0.2	6	131852	43951
soil	abundance	0.6	0.2	7	131852	43951
soil	abundance	0.6	0.2	8	131852	43951
soil	abundance	0.6	0.2	9	131852	43951
soil	abundance	0.6	0.2	10	131852	43951
soil	abundance	0.6	0.2	11	131852	43951
soil	abundance	0.6	0.2	12	131852	43951
soil	abundance	0.6	0.2	13	131852	43951
soil	abundance	0.6	0.2	14	131852	43951
soil	abundance	0.6	0.2	15	131852	43951
soil	abundance	0.6	0.2	16	131852	43951
soil	abundance	0.6	0.2	17	131852	43951
soil	abundance	0.6	0.2	18	131852	43951
soil	abundance	0.6	0.2	19	131852	43951
soil	abundance	0.6	0.2	20	131852	43951
soil	abundance	0.7	0.2	1	153828	43951
soil	abundance	0.7	0.2	2	153828	43951
soil	abundance	0.7	0.2	3	153828	43951
soil	abundance	0.7	0.2	4	153828	43951
soil	abundance	0.7	0.2	5	153828	43951
soil	abundance	0.7	0.2	6	153828	43951
soil	abundance	0.7	0.2	7	153828	43951
soil	abundance	0.7	0.2	8	153828	43951
soil	abundance	0.7	0.2	9	153828	43951
soil	abundance	0.7	0.2	10	153828	43951
soil	abundance	0.7	0.2	11	153828	43951
soil	abundance	0.7	0.2	12	153828	43951
soil	abundance	0.7	0.2	13	153828	43951
soil	abundance	0.7	0.2	14	153828	43951
soil	abundance	0.7	0.2	15	153828	43951
soil	abundance	0.7	0.2	16	153828	43951
soil	abundance	0.7	0.2	17	153828	43951
soil	abundance	0.7	0.2	18	153828	43951
soil	abundance	0.7	0.2	19	153828	43951
soil	abundance	0.7	0.2	20	153828	43951
soil	abundance	0.8	0.2	1	175803	43951
soil	abundance	0.8	0.2	2	175803	43951
soil	abundance	0.8	0.2	3	175803	43951
soil	abundance	0.8	0.2	4	175803	43951
soil	abundance	0.8	0.2	5	175803	43951
soil	abundance	0.8	0.2	6	175803	43951
soil	abundance	0.8	0.2	7	175803	43951
soil	abundance	0.8	0.2	8	175803	43951
soil	abundance	0.8	0.2	9	175803	43951
soil	abundance	0.8	0.2	10	175803	43951
soil	abundance	0.8	0.2	11	175803	43951
soil	abundance	0.8	0.2	12	175803	43951
soil	abundance	0.8	0.2	13	175803	43951
soil	abundance	0.8	0.2	14	175803	43951
soil	abundance	0.8	0.2	15	175803	43951
soil	abundance	0.8	0.2	16	175803	43951
soil	abundance	0.8	0.2	17	175803	43951
soil	abundance	0.8	0.2	18	175803	43951
soil	abundance	0.8	0.2	19	175803	43951
soil	abundance	0.8	0.2	20	175803	43951
soil	distance	0.1	0.2	1	21975	43951
soil	distance	0.1	0.2	2	21975	43951
soil	distance	0.1	0.2	3	21975	43951
soil	distance	0.1	0.2	4	21975	43951
soil	distance	0.1	0.2	5	21975	43951
soil	distance	0.1	0.2	6	21975	43951
soil	distance	0.1	0.2	7	21975	43951
soil	distance	0.1	0.2	8	21975	43951
soil	distance	0.1	0.2	9	21975	43951
soil	distance	0.1	0.2	10	21975	43951
soil	distance	0.1	0.2	11	21975	43951
soil	distance	0.1	0.2	12	21975	43951
soil	distance	0.1	0.2	13	21975	43951
soil	distance	0.1	0.2	14	21975	43951
soil	distance	0.1	0.2	15	21975	43951
soil	distance	0.1	0.2	16	21975	43951
soil	distance	0.1	0.2	17	21975	43951
soil	distance	0.1	0.2	18	21975	43951
soil	distance	0.1	0.2	19	21975	43951
soil	distance	0.1	0.2	20	21975	43951
soil	distance	0.2	0.2	1	43951	43951
soil	distance	0.2	0.2	2	43951	43951
soil	distance	0.2	0.2	3	43951	43951
soil	distance	0.2	0.2	4	43951	43951
soil	distance	0.2	0.2	5	43951	43951
soil	distance	0.2	0.2	6	43951	43951
soil	distance	0.2	0.2	7	43951	43951
soil	distance	0.2	0.2	8	43951	43951
soil	distance	0.2	0.2	9	43951	43951
soil	distance	0.2	0.2	10	43951	43951
soil	distance	0.2	0.2	11	43951	43951
soil	distance	0.2	0.2	12	43951	43951
soil	distance	0.2	0.2	13	43951	43951
soil	distance	0.2	0.2	14	43951	43951
soil	distance	0.2	0.2	15	43951	43951
soil	distance	0.2	0.2	16	43951	43951
soil	distance	0.2	0.2	17	43951	43951
soil	distance	0.2	0.2	18	43951	43951
soil	distance	0.2	0.2	19	43951	43951
soil	distance	0.2	0.2	20	43951	43951
soil	distance	0.3	0.2	1	65926	43951
soil	distance	0.3	0.2	2	65926	43951
soil	distance	0.3	0.2	3	65926	43951
soil	distance	0.3	0.2	4	65926	43951
soil	distance	0.3	0.2	5	65926	43951
soil	distance	0.3	0.2	6	65926	43951
soil	distance	0.3	0.2	7	65926	43951
soil	distance	0.3	0.2	8	65926	43951
soil	distance	0.3	0.2	9	65926	43951
soil	distance	0.3	0.2	10	65926	43951
soil	distance	0.3	0.2	11	65926	43951
soil	distance	0.3	0.2	12	65926	43951
soil	distance	0.3	0.2	13	65926	43951
soil	distance	0.3	0.2	14	65926	43951
soil	distance	0.3	0.2	15	65926	43951
soil	distance	0.3	0.2	16	65926	43951
soil	distance	0.3	0.2	17	65926	43951
soil	distance	0.3	0.2	18	65926	43951
soil	distance	0.3	0.2	19	65926	43951
soil	distance	0.3	0.2	20	65926	43951
soil	distance	0.4	0.2	1	87902	43951
soil	distance	0.4	0.2	2	87902	43951
soil	distance	0.4	0.2	3	87902	43951
soil	distance	0.4	0.2	4	87902	43951
soil	distance	0.4	0.2	5	87902	43951
soil	distance	0.4	0.2	6	87902	43951
soil	distance	0.4	0.2	7	87902	43951
soil	distance	0.4	0.2	8	87902	43951
soil	distance	0.4	0.2	9	87902	43951
soil	distance	0.4	0.2	10	87902	43951
soil	distance	0.4	0.2	11	87902	43951
soil	distance	0.4	0.2	12	87902	43951
soil	distance	0.4	0.2	13	87902	43951
soil	distance	0.4	0.2	14	87902	43951
soil	distance	0.4	0.2	15	87902	43951
soil	distance	0.4	0.2	16	87902	43951
soil	distance	0.4	0.2	17	87902	43951
soil	distance	0.4	0.2	18	87902	43951
soil	distance	0.4	0.2	19	87902	43951
soil	distance	0.4	0.2	20	87902	43951
soil	distance	0.5	0.2	1	109877	43951
soil	distance	0.5	0.2	2	109877	43951
soil	distance	0.5	0.2	3	109877	43951
soil	distance	0.5	0.2	4	109877	43951
soil	distance	0.5	0.2	5	109877	43951
soil	distance	0.5	0.2	6	109877	43951
soil	distance	0.5	0.2	7	109877	43951
soil	distance	0.5	0.2	8	109877	43951
soil	distance	0.5	0.2	9	109877	43951
soil	distance	0.5	0.2	10	109877	43951
soil	distance	0.5	0.2	11	109877	43951
soil	distance	0.5	0.2	12	109877	43951
soil	distance	0.5	0.2	13	109877	43951
soil	distance	0.5	0.2	14	109877	43951
soil	distance	0.5	0.2	15	109877	43951
soil	distance	0.5	0.2	16	109877	43951
soil	distance	0.5	0.2	17	109877	43951
soil	distance	0.5	0.2	18	109877	43951
soil	distance	0.5	0.2	19	109877	43951
soil	distance	0.5	0.2	20	109877	43951
soil	distance	0.6	0.2	1	131852	43951
soil	distance	0.6	0.2	2	131852	43951
soil	distance	0.6	0.2	3	131852	43951
soil	distance	0.6	0.2	4	131852	43951
soil	distance	0.6	0.2	5	131852	43951
soil	distance	0.6	0.2	6	131852	43951
soil	distance	0.6	0.2	7	131852	43951
soil	distance	0.6	0.2	8	131852	43951
soil	distance	0.6	0.2	9	131852	43951
soil	distance	0.6	0.2	10	131852	43951
