dataset	seed	method	printref	fraction_mapped	sample_frac	ref_frac	ref_weight
human	12	closed	FALSE	0.856	0.7	0.3	simple
human	13	closed	FALSE	0.859	0.7	0.3	simple
human	14	closed	FALSE	0.857	0.7	0.3	simple
human	15	closed	FALSE	0.858	0.7	0.3	simple
human	16	closed	FALSE	0.86	0.7	0.3	simple
human	17	closed	FALSE	0.858	0.7	0.3	simple
human	18	closed	FALSE	0.858	0.7	0.3	simple
human	19	closed	FALSE	0.858	0.7	0.3	simple
human	20	closed	FALSE	0.857	0.7	0.3	simple
human	1	closed	FALSE	0.839	0.7	0.3	abundance
human	2	closed	FALSE	0.84	0.7	0.3	abundance
human	3	closed	FALSE	0.839	0.7	0.3	abundance
human	4	closed	FALSE	0.841	0.7	0.3	abundance
human	5	closed	FALSE	0.84	0.7	0.3	abundance
human	6	closed	FALSE	0.839	0.7	0.3	abundance
human	7	closed	FALSE	0.839	0.7	0.3	abundance
human	8	closed	FALSE	0.838	0.7	0.3	abundance
human	9	closed	FALSE	0.84	0.7	0.3	abundance
human	10	closed	FALSE	0.838	0.7	0.3	abundance
human	11	closed	FALSE	0.839	0.7	0.3	abundance
human	12	closed	FALSE	0.841	0.7	0.3	abundance
human	13	closed	FALSE	0.84	0.7	0.3	abundance
human	14	closed	FALSE	0.839	0.7	0.3	abundance
human	15	closed	FALSE	0.839	0.7	0.3	abundance
human	16	closed	FALSE	0.84	0.7	0.3	abundance
human	17	closed	FALSE	0.839	0.7	0.3	abundance
human	18	closed	FALSE	0.84	0.7	0.3	abundance
human	19	closed	FALSE	0.84	0.7	0.3	abundance
human	20	closed	FALSE	0.841	0.7	0.3	abundance
human	1	closed	FALSE	0.593	0.7	0.3	distance
human	2	closed	FALSE	0.593	0.7	0.3	distance
human	3	closed	FALSE	0.591	0.7	0.3	distance
human	4	closed	FALSE	0.592	0.7	0.3	distance
human	5	closed	FALSE	0.593	0.7	0.3	distance
human	6	closed	FALSE	0.594	0.7	0.3	distance
human	7	closed	FALSE	0.589	0.7	0.3	distance
human	8	closed	FALSE	0.588	0.7	0.3	distance
human	9	closed	FALSE	0.591	0.7	0.3	distance
human	10	closed	FALSE	0.594	0.7	0.3	distance
human	11	closed	FALSE	0.592	0.7	0.3	distance
human	12	closed	FALSE	0.593	0.7	0.3	distance
human	13	closed	FALSE	0.591	0.7	0.3	distance
human	14	closed	FALSE	0.591	0.7	0.3	distance
human	15	closed	FALSE	0.594	0.7	0.3	distance
human	16	closed	FALSE	0.592	0.7	0.3	distance
human	17	closed	FALSE	0.593	0.7	0.3	distance
human	18	closed	FALSE	0.59	0.7	0.3	distance
human	19	closed	FALSE	0.592	0.7	0.3	distance
human	20	closed	FALSE	0.593	0.7	0.3	distance
marine	1	closed	FALSE	0.64	0.7	0.3	simple
marine	2	closed	FALSE	0.64	0.7	0.3	simple
marine	3	closed	FALSE	0.64	0.7	0.3	simple
marine	4	closed	FALSE	0.642	0.7	0.3	simple
marine	5	closed	FALSE	0.639	0.7	0.3	simple
marine	6	closed	FALSE	0.642	0.7	0.3	simple
marine	7	closed	FALSE	0.641	0.7	0.3	simple
marine	8	closed	FALSE	0.641	0.7	0.3	simple
marine	9	closed	FALSE	0.641	0.7	0.3	simple
marine	10	closed	FALSE	0.641	0.7	0.3	simple
marine	11	closed	FALSE	0.642	0.7	0.3	simple
marine	12	closed	FALSE	0.64	0.7	0.3	simple
marine	13	closed	FALSE	0.64	0.7	0.3	simple
marine	14	closed	FALSE	0.643	0.7	0.3	simple
marine	15	closed	FALSE	0.641	0.7	0.3	simple
marine	16	closed	FALSE	0.638	0.7	0.3	simple
marine	17	closed	FALSE	0.639	0.7	0.3	simple
marine	18	closed	FALSE	0.64	0.7	0.3	simple
marine	19	closed	FALSE	0.64	0.7	0.3	simple
marine	20	closed	FALSE	0.639	0.7	0.3	simple
marine	1	closed	FALSE	0.624	0.7	0.3	abundance
marine	2	closed	FALSE	0.622	0.7	0.3	abundance
marine	3	closed	FALSE	0.622	0.7	0.3	abundance
marine	4	closed	FALSE	0.624	0.7	0.3	abundance
marine	5	closed	FALSE	0.625	0.7	0.3	abundance
marine	6	closed	FALSE	0.625	0.7	0.3	abundance
marine	7	closed	FALSE	0.626	0.7	0.3	abundance
marine	8	closed	FALSE	0.625	0.7	0.3	abundance
marine	9	closed	FALSE	0.624	0.7	0.3	abundance
marine	10	closed	FALSE	0.624	0.7	0.3	abundance
marine	11	closed	FALSE	0.625	0.7	0.3	abundance
marine	12	closed	FALSE	0.626	0.7	0.3	abundance
marine	13	closed	FALSE	0.625	0.7	0.3	abundance
marine	14	closed	FALSE	0.625	0.7	0.3	abundance
marine	15	closed	FALSE	0.623	0.7	0.3	abundance
marine	16	closed	FALSE	0.626	0.7	0.3	abundance
marine	17	closed	FALSE	0.625	0.7	0.3	abundance
marine	18	closed	FALSE	0.623	0.7	0.3	abundance
marine	19	closed	FALSE	0.624	0.7	0.3	abundance
marine	20	closed	FALSE	0.625	0.7	0.3	abundance
marine	1	closed	FALSE	0.334	0.7	0.3	distance
marine	2	closed	FALSE	0.331	0.7	0.3	distance
marine	3	closed	FALSE	0.332	0.7	0.3	distance
marine	4	closed	FALSE	0.334	0.7	0.3	distance
marine	5	closed	FALSE	0.333	0.7	0.3	distance
marine	6	closed	FALSE	0.334	0.7	0.3	distance
marine	7	closed	FALSE	0.334	0.7	0.3	distance
marine	8	closed	FALSE	0.332	0.7	0.3	distance
marine	9	closed	FALSE	0.331	0.7	0.3	distance
marine	10	closed	FALSE	0.336	0.7	0.3	distance
marine	11	closed	FALSE	0.334	0.7	0.3	distance
marine	12	closed	FALSE	0.335	0.7	0.3	distance
marine	13	closed	FALSE	0.336	0.7	0.3	distance
marine	14	closed	FALSE	0.332	0.7	0.3	distance
marine	15	closed	FALSE	0.335	0.7	0.3	distance
marine	16	closed	FALSE	0.332	0.7	0.3	distance
marine	17	closed	FALSE	0.336	0.7	0.3	distance
marine	18	closed	FALSE	0.336	0.7	0.3	distance
marine	19	closed	FALSE	0.335	0.7	0.3	distance
marine	20	closed	FALSE	0.336	0.7	0.3	distance
mouse	1	closed	FALSE	0.891	0.7	0.3	simple
mouse	2	closed	FALSE	0.892	0.7	0.3	simple
mouse	3	closed	FALSE	0.892	0.7	0.3	simple
mouse	4	closed	FALSE	0.89	0.7	0.3	simple
mouse	5	closed	FALSE	0.892	0.7	0.3	simple
mouse	6	closed	FALSE	0.89	0.7	0.3	simple
mouse	7	closed	FALSE	0.889	0.7	0.3	simple
mouse	8	closed	FALSE	0.893	0.7	0.3	simple
mouse	9	closed	FALSE	0.888	0.7	0.3	simple
mouse	10	closed	FALSE	0.895	0.7	0.3	simple
mouse	11	closed	FALSE	0.893	0.7	0.3	simple
mouse	12	closed	FALSE	0.891	0.7	0.3	simple
mouse	13	closed	FALSE	0.89	0.7	0.3	simple
mouse	14	closed	FALSE	0.89	0.7	0.3	simple
mouse	15	closed	FALSE	0.893	0.7	0.3	simple
mouse	16	closed	FALSE	0.889	0.7	0.3	simple
mouse	17	closed	FALSE	0.891	0.7	0.3	simple
mouse	18	closed	FALSE	0.889	0.7	0.3	simple
mouse	19	closed	FALSE	0.892	0.7	0.3	simple
mouse	20	closed	FALSE	0.889	0.7	0.3	simple
mouse	1	closed	FALSE	0.874	0.7	0.3	abundance
mouse	2	closed	FALSE	0.874	0.7	0.3	abundance
mouse	3	closed	FALSE	0.872	0.7	0.3	abundance
mouse	4	closed	FALSE	0.875	0.7	0.3	abundance
mouse	5	closed	FALSE	0.873	0.7	0.3	abundance
mouse	6	closed	FALSE	0.874	0.7	0.3	abundance
mouse	7	closed	FALSE	0.875	0.7	0.3	abundance
mouse	8	closed	FALSE	0.873	0.7	0.3	abundance
mouse	9	closed	FALSE	0.871	0.7	0.3	abundance
mouse	10	closed	FALSE	0.873	0.7	0.3	abundance
mouse	11	closed	FALSE	0.871	0.7	0.3	abundance
mouse	12	closed	FALSE	0.873	0.7	0.3	abundance
mouse	13	closed	FALSE	0.872	0.7	0.3	abundance
mouse	14	closed	FALSE	0.875	0.7	0.3	abundance
mouse	15	closed	FALSE	0.874	0.7	0.3	abundance
mouse	16	closed	FALSE	0.874	0.7	0.3	abundance
mouse	17	closed	FALSE	0.872	0.7	0.3	abundance
mouse	18	closed	FALSE	0.875	0.7	0.3	abundance
mouse	19	closed	FALSE	0.87	0.7	0.3	abundance
mouse	20	closed	FALSE	0.876	0.7	0.3	abundance
mouse	1	closed	FALSE	0.7	0.7	0.3	distance
mouse	2	closed	FALSE	0.701	0.7	0.3	distance
mouse	3	closed	FALSE	0.697	0.7	0.3	distance
mouse	4	closed	FALSE	0.695	0.7	0.3	distance
mouse	5	closed	FALSE	0.703	0.7	0.3	distance
mouse	6	closed	FALSE	0.701	0.7	0.3	distance
mouse	7	closed	FALSE	0.701	0.7	0.3	distance
mouse	8	closed	FALSE	0.702	0.7	0.3	distance
mouse	9	closed	FALSE	0.692	0.7	0.3	distance
mouse	10	closed	FALSE	0.703	0.7	0.3	distance
mouse	11	closed	FALSE	0.698	0.7	0.3	distance
mouse	12	closed	FALSE	0.697	0.7	0.3	distance
mouse	13	closed	FALSE	0.699	0.7	0.3	distance
mouse	14	closed	FALSE	0.694	0.7	0.3	distance
mouse	15	closed	FALSE	0.701	0.7	0.3	distance
mouse	16	closed	FALSE	0.693	0.7	0.3	distance
mouse	17	closed	FALSE	0.7	0.7	0.3	distance
mouse	18	closed	FALSE	0.697	0.7	0.3	distance
mouse	19	closed	FALSE	0.701	0.7	0.3	distance
mouse	20	closed	FALSE	0.703	0.7	0.3	distance
soil	1	closed	FALSE	0.678	0.7	0.3	simple
soil	2	closed	FALSE	0.672	0.7	0.3	simple
soil	3	closed	FALSE	0.676	0.7	0.3	simple
soil	4	closed	FALSE	0.674	0.7	0.3	simple
soil	5	closed	FALSE	0.675	0.7	0.3	simple
soil	6	closed	FALSE	0.675	0.7	0.3	simple
soil	7	closed	FALSE	0.673	0.7	0.3	simple
soil	8	closed	FALSE	0.675	0.7	0.3	simple
soil	9	closed	FALSE	0.678	0.7	0.3	simple
soil	10	closed	FALSE	0.675	0.7	0.3	simple
soil	11	closed	FALSE	0.677	0.7	0.3	simple
soil	12	closed	FALSE	0.672	0.7	0.3	simple
soil	13	closed	FALSE	0.673	0.7	0.3	simple
soil	14	closed	FALSE	0.673	0.7	0.3	simple
soil	15	closed	FALSE	0.675	0.7	0.3	simple
soil	16	closed	FALSE	0.673	0.7	0.3	simple
soil	17	closed	FALSE	0.677	0.7	0.3	simple
soil	18	closed	FALSE	0.673	0.7	0.3	simple
soil	19	closed	FALSE	0.676	0.7	0.3	simple
soil	20	closed	FALSE	0.669	0.7	0.3	simple
soil	1	closed	FALSE	0.654	0.7	0.3	abundance
soil	2	closed	FALSE	0.652	0.7	0.3	abundance
soil	3	closed	FALSE	0.649	0.7	0.3	abundance
soil	4	closed	FALSE	0.652	0.7	0.3	abundance
soil	5	closed	FALSE	0.656	0.7	0.3	abundance
soil	6	closed	FALSE	0.655	0.7	0.3	abundance
soil	7	closed	FALSE	0.652	0.7	0.3	abundance
soil	8	closed	FALSE	0.654	0.7	0.3	abundance
soil	9	closed	FALSE	0.658	0.7	0.3	abundance
soil	10	closed	FALSE	0.658	0.7	0.3	abundance
soil	11	closed	FALSE	0.654	0.7	0.3	abundance
soil	12	closed	FALSE	0.653	0.7	0.3	abundance
soil	13	closed	FALSE	0.653	0.7	0.3	abundance
soil	14	closed	FALSE	0.653	0.7	0.3	abundance
soil	15	closed	FALSE	0.658	0.7	0.3	abundance
soil	16	closed	FALSE	0.654	0.7	0.3	abundance
soil	17	closed	FALSE	0.653	0.7	0.3	abundance
soil	18	closed	FALSE	0.656	0.7	0.3	abundance
soil	19	closed	FALSE	0.653	0.7	0.3	abundance
soil	20	closed	FALSE	0.654	0.7	0.3	abundance
soil	1	closed	FALSE	0.396	0.7	0.3	distance
soil	2	closed	FALSE	0.399	0.7	0.3	distance
soil	3	closed	FALSE	0.396	0.7	0.3	distance
soil	4	closed	FALSE	0.399	0.7	0.3	distance
soil	5	closed	FALSE	0.396	0.7	0.3	distance
soil	6	closed	FALSE	0.4	0.7	0.3	distance
soil	7	closed	FALSE	0.396	0.7	0.3	distance
soil	8	closed	FALSE	0.397	0.7	0.3	distance
soil	9	closed	FALSE	0.398	0.7	0.3	distance
soil	10	closed	FALSE	0.399	0.7	0.3	distance
soil	11	closed	FALSE	0.399	0.7	0.3	distance
soil	12	closed	FALSE	0.401	0.7	0.3	distance
soil	13	closed	FALSE	0.395	0.7	0.3	distance
soil	14	closed	FALSE	0.399	0.7	0.3	distance
soil	15	closed	FALSE	0.4	0.7	0.3	distance
soil	16	closed	FALSE	0.397	0.7	0.3	distance
soil	17	closed	FALSE	0.397	0.7	0.3	distance
soil	18	closed	FALSE	0.4	0.7	0.3	distance
soil	19	closed	FALSE	0.398	0.7	0.3	distance
soil	20	closed	FALSE	0.399	0.7	0.3	distance
human	1	closed	FALSE	0.878	0.6	0.4	simple
human	2	closed	FALSE	0.878	0.6	0.4	simple
human	3	closed	FALSE	0.878	0.6	0.4	simple
human	4	closed	FALSE	0.879	0.6	0.4	simple
human	5	closed	FALSE	0.878	0.6	0.4	simple
human	6	closed	FALSE	0.88	0.6	0.4	simple
human	7	closed	FALSE	0.88	0.6	0.4	simple
human	8	closed	FALSE	0.88	0.6	0.4	simple
human	9	closed	FALSE	0.878	0.6	0.4	simple
human	10	closed	FALSE	0.878	0.6	0.4	simple
human	11	closed	FALSE	0.88	0.6	0.4	simple
human	12	closed	FALSE	0.878	0.6	0.4	simple
human	13	closed	FALSE	0.879	0.6	0.4	simple
human	14	closed	FALSE	0.879	0.6	0.4	simple
human	15	closed	FALSE	0.879	0.6	0.4	simple
human	16	closed	FALSE	0.878	0.6	0.4	simple
human	17	closed	FALSE	0.879	0.6	0.4	simple
human	18	closed	FALSE	0.878	0.6	0.4	simple
human	19	closed	FALSE	0.881	0.6	0.4	simple
human	20	closed	FALSE	0.879	0.6	0.4	simple
human	1	closed	FALSE	0.863	0.6	0.4	abundance
human	2	closed	FALSE	0.863	0.6	0.4	abundance
human	3	closed	FALSE	0.863	0.6	0.4	abundance
human	4	closed	FALSE	0.864	0.6	0.4	abundance
human	5	closed	FALSE	0.864	0.6	0.4	abundance
human	6	closed	FALSE	0.863	0.6	0.4	abundance
human	7	closed	FALSE	0.862	0.6	0.4	abundance
human	8	closed	FALSE	0.862	0.6	0.4	abundance
human	9	closed	FALSE	0.863	0.6	0.4	abundance
human	10	closed	FALSE	0.863	0.6	0.4	abundance
human	11	closed	FALSE	0.864	0.6	0.4	abundance
human	12	closed	FALSE	0.864	0.6	0.4	abundance
human	13	closed	FALSE	0.863	0.6	0.4	abundance
human	14	closed	FALSE	0.863	0.6	0.4	abundance
human	15	closed	FALSE	0.863	0.6	0.4	abundance
human	16	closed	FALSE	0.862	0.6	0.4	abundance
human	17	closed	FALSE	0.864	0.6	0.4	abundance
human	18	closed	FALSE	0.863	0.6	0.4	abundance
human	19	closed	FALSE	0.862	0.6	0.4	abundance
human	20	closed	FALSE	0.861	0.6	0.4	abundance
human	1	closed	FALSE	0.601	0.6	0.4	distance
human	2	closed	FALSE	0.6	0.6	0.4	distance
human	3	closed	FALSE	0.596	0.6	0.4	distance
human	4	closed	FALSE	0.596	0.6	0.4	distance
human	5	closed	FALSE	0.594	0.6	0.4	distance
human	6	closed	FALSE	0.598	0.6	0.4	distance
human	7	closed	FALSE	0.598	0.6	0.4	distance
human	8	closed	FALSE	0.598	0.6	0.4	distance
human	9	closed	FALSE	0.598	0.6	0.4	distance
human	10	closed	FALSE	0.602	0.6	0.4	distance
human	11	closed	FALSE	0.599	0.6	0.4	distance
human	12	closed	FALSE	0.595	0.6	0.4	distance
human	13	closed	FALSE	0.599	0.6	0.4	distance
human	14	closed	FALSE	0.602	0.6	0.4	distance
human	15	closed	FALSE	0.6	0.6	0.4	distance
human	16	closed	FALSE	0.598	0.6	0.4	distance
human	17	closed	FALSE	0.596	0.6	0.4	distance
human	18	closed	FALSE	0.598	0.6	0.4	distance
human	19	closed	FALSE	0.597	0.6	0.4	distance
human	20	closed	FALSE	0.598	0.6	0.4	distance
marine	1	closed	FALSE	0.675	0.6	0.4	simple
marine	2	closed	FALSE	0.675	0.6	0.4	simple
marine	3	closed	FALSE	0.677	0.6	0.4	simple
marine	4	closed	FALSE	0.677	0.6	0.4	simple
marine	5	closed	FALSE	0.674	0.6	0.4	simple
marine	6	closed	FALSE	0.676	0.6	0.4	simple
marine	7	closed	FALSE	0.677	0.6	0.4	simple
marine	8	closed	FALSE	0.675	0.6	0.4	simple
marine	9	closed	FALSE	0.674	0.6	0.4	simple
marine	10	closed	FALSE	0.676	0.6	0.4	simple
marine	11	closed	FALSE	0.678	0.6	0.4	simple
marine	12	closed	FALSE	0.676	0.6	0.4	simple
marine	13	closed	FALSE	0.674	0.6	0.4	simple
marine	14	closed	FALSE	0.679	0.6	0.4	simple
marine	15	closed	FALSE	0.675	0.6	0.4	simple
marine	16	closed	FALSE	0.676	0.6	0.4	simple
marine	17	closed	FALSE	0.675	0.6	0.4	simple
marine	18	closed	FALSE	0.675	0.6	0.4	simple
marine	19	closed	FALSE	0.678	0.6	0.4	simple
marine	20	closed	FALSE	0.674	0.6	0.4	simple
marine	1	closed	FALSE	0.66	0.6	0.4	abundance
marine	2	closed	FALSE	0.658	0.6	0.4	abundance
marine	3	closed	FALSE	0.657	0.6	0.4	abundance
marine	4	closed	FALSE	0.662	0.6	0.4	abundance
marine	5	closed	FALSE	0.657	0.6	0.4	abundance
marine	6	closed	FALSE	0.66	0.6	0.4	abundance
marine	7	closed	FALSE	0.659	0.6	0.4	abundance
marine	8	closed	FALSE	0.662	0.6	0.4	abundance
marine	9	closed	FALSE	0.66	0.6	0.4	abundance
marine	10	closed	FALSE	0.656	0.6	0.4	abundance
marine	11	closed	FALSE	0.66	0.6	0.4	abundance
marine	12	closed	FALSE	0.66	0.6	0.4	abundance
marine	13	closed	FALSE	0.66	0.6	0.4	abundance
marine	14	closed	FALSE	0.66	0.6	0.4	abundance
marine	15	closed	FALSE	0.658	0.6	0.4	abundance
marine	16	closed	FALSE	0.659	0.6	0.4	abundance
marine	17	closed	FALSE	0.659	0.6	0.4	abundance
marine	18	closed	FALSE	0.66	0.6	0.4	abundance
marine	19	closed	FALSE	0.66	0.6	0.4	abundance
marine	20	closed	FALSE	0.661	0.6	0.4	abundance
marine	1	closed	FALSE	0.335	0.6	0.4	distance
marine	2	closed	FALSE	0.335	0.6	0.4	distance
marine	3	closed	FALSE	0.33	0.6	0.4	distance
marine	4	closed	FALSE	0.333	0.6	0.4	distance
marine	5	closed	FALSE	0.333	0.6	0.4	distance
marine	6	closed	FALSE	0.334	0.6	0.4	distance
marine	7	closed	FALSE	0.334	0.6	0.4	distance
marine	8	closed	FALSE	0.337	0.6	0.4	distance
marine	9	closed	FALSE	0.334	0.6	0.4	distance
marine	10	closed	FALSE	0.332	0.6	0.4	distance
marine	11	closed	FALSE	0.332	0.6	0.4	distance
marine	12	closed	FALSE	0.336	0.6	0.4	distance
marine	13	closed	FALSE	0.332	0.6	0.4	distance
marine	14	closed	FALSE	0.332	0.6	0.4	distance
marine	15	closed	FALSE	0.334	0.6	0.4	distance
marine	16	closed	FALSE	0.334	0.6	0.4	distance
marine	17	closed	FALSE	0.336	0.6	0.4	distance
marine	18	closed	FALSE	0.335	0.6	0.4	distance
marine	19	closed	FALSE	0.333	0.6	0.4	distance
marine	20	closed	FALSE	0.334	0.6	0.4	distance
mouse	1	closed	FALSE	0.907	0.6	0.4	simple
mouse	2	closed	FALSE	0.908	0.6	0.4	simple
mouse	3	closed	FALSE	0.908	0.6	0.4	simple
mouse	4	closed	FALSE	0.907	0.6	0.4	simple
mouse	5	closed	FALSE	0.908	0.6	0.4	simple
mouse	6	closed	FALSE	0.907	0.6	0.4	simple
mouse	7	closed	FALSE	0.907	0.6	0.4	simple
mouse	8	closed	FALSE	0.908	0.6	0.4	simple
mouse	9	closed	FALSE	0.906	0.6	0.4	simple
mouse	10	closed	FALSE	0.909	0.6	0.4	simple
mouse	11	closed	FALSE	0.908	0.6	0.4	simple
mouse	12	closed	FALSE	0.904	0.6	0.4	simple
mouse	13	closed	FALSE	0.907	0.6	0.4	simple
mouse	14	closed	FALSE	0.906	0.6	0.4	simple
mouse	15	closed	FALSE	0.908	0.6	0.4	simple
mouse	16	closed	FALSE	0.905	0.6	0.4	simple
mouse	17	closed	FALSE	0.909	0.6	0.4	simple
mouse	18	closed	FALSE	0.909	0.6	0.4	simple
mouse	19	closed	FALSE	0.909	0.6	0.4	simple
mouse	20	closed	FALSE	0.906	0.6	0.4	simple
mouse	1	closed	FALSE	0.89	0.6	0.4	abundance
mouse	2	closed	FALSE	0.892	0.6	0.4	abundance
mouse	3	closed	FALSE	0.891	0.6	0.4	abundance
mouse	4	closed	FALSE	0.893	0.6	0.4	abundance
mouse	5	closed	FALSE	0.89	0.6	0.4	abundance
mouse	6	closed	FALSE	0.893	0.6	0.4	abundance
mouse	7	closed	FALSE	0.893	0.6	0.4	abundance
mouse	8	closed	FALSE	0.892	0.6	0.4	abundance
mouse	9	closed	FALSE	0.891	0.6	0.4	abundance
mouse	10	closed	FALSE	0.891	0.6	0.4	abundance
mouse	11	closed	FALSE	0.891	0.6	0.4	abundance
mouse	12	closed	FALSE	0.892	0.6	0.4	abundance
mouse	13	closed	FALSE	0.892	0.6	0.4	abundance
mouse	14	closed	FALSE	0.891	0.6	0.4	abundance
mouse	15	closed	FALSE	0.891	0.6	0.4	abundance
mouse	16	closed	FALSE	0.891	0.6	0.4	abundance
mouse	17	closed	FALSE	0.893	0.6	0.4	abundance
mouse	18	closed	FALSE	0.889	0.6	0.4	abundance
mouse	19	closed	FALSE	0.892	0.6	0.4	abundance
mouse	20	closed	FALSE	0.892	0.6	0.4	abundance
mouse	1	closed	FALSE	0.702	0.6	0.4	distance
mouse	2	closed	FALSE	0.703	0.6	0.4	distance
mouse	3	closed	FALSE	0.697	0.6	0.4	distance
mouse	4	closed	FALSE	0.705	0.6	0.4	distance
mouse	5	closed	FALSE	0.701	0.6	0.4	distance
mouse	6	closed	FALSE	0.701	0.6	0.4	distance
mouse	7	closed	FALSE	0.701	0.6	0.4	distance
mouse	8	closed	FALSE	0.704	0.6	0.4	distance
mouse	9	closed	FALSE	0.703	0.6	0.4	distance
mouse	10	closed	FALSE	0.712	0.6	0.4	distance
mouse	11	closed	FALSE	0.703	0.6	0.4	distance
mouse	12	closed	FALSE	0.707	0.6	0.4	distance
mouse	13	closed	FALSE	0.705	0.6	0.4	distance
mouse	14	closed	FALSE	0.7	0.6	0.4	distance
mouse	15	closed	FALSE	0.702	0.6	0.4	distance
mouse	16	closed	FALSE	0.704	0.6	0.4	distance
mouse	17	closed	FALSE	0.707	0.6	0.4	distance
mouse	18	closed	FALSE	0.701	0.6	0.4	distance
mouse	19	closed	FALSE	0.705	0.6	0.4	distance
mouse	20	closed	FALSE	0.701	0.6	0.4	distance
soil	1	closed	FALSE	0.706	0.6	0.4	simple
soil	2	closed	FALSE	0.702	0.6	0.4	simple
soil	3	closed	FALSE	0.706	0.6	0.4	simple
soil	4	closed	FALSE	0.707	0.6	0.4	simple
soil	5	closed	FALSE	0.704	0.6	0.4	simple
soil	6	closed	FALSE	0.705	0.6	0.4	simple
soil	7	closed	FALSE	0.701	0.6	0.4	simple
soil	8	closed	FALSE	0.705	0.6	0.4	simple
soil	9	closed	FALSE	0.704	0.6	0.4	simple
soil	10	closed	FALSE	0.703	0.6	0.4	simple
soil	11	closed	FALSE	0.707	0.6	0.4	simple
soil	12	closed	FALSE	0.703	0.6	0.4	simple
soil	13	closed	FALSE	0.705	0.6	0.4	simple
soil	14	closed	FALSE	0.704	0.6	0.4	simple
soil	15	closed	FALSE	0.705	0.6	0.4	simple
soil	16	closed	FALSE	0.703	0.6	0.4	simple
soil	17	closed	FALSE	0.703	0.6	0.4	simple
soil	18	closed	FALSE	0.705	0.6	0.4	simple
soil	19	closed	FALSE	0.707	0.6	0.4	simple
soil	20	closed	FALSE	0.701	0.6	0.4	simple
soil	1	closed	FALSE	0.684	0.6	0.4	abundance
soil	2	closed	FALSE	0.689	0.6	0.4	abundance
soil	3	closed	FALSE	0.683	0.6	0.4	abundance
soil	4	closed	FALSE	0.686	0.6	0.4	abundance
soil	5	closed	FALSE	0.681	0.6	0.4	abundance
soil	6	closed	FALSE	0.683	0.6	0.4	abundance
soil	7	closed	FALSE	0.683	0.6	0.4	abundance
soil	8	closed	FALSE	0.684	0.6	0.4	abundance
soil	9	closed	FALSE	0.683	0.6	0.4	abundance
soil	10	closed	FALSE	0.685	0.6	0.4	abundance
soil	11	closed	FALSE	0.681	0.6	0.4	abundance
soil	12	closed	FALSE	0.684	0.6	0.4	abundance
soil	13	closed	FALSE	0.683	0.6	0.4	abundance
soil	14	closed	FALSE	0.684	0.6	0.4	abundance
soil	15	closed	FALSE	0.684	0.6	0.4	abundance
soil	16	closed	FALSE	0.685	0.6	0.4	abundance
soil	17	closed	FALSE	0.683	0.6	0.4	abundance
soil	18	closed	FALSE	0.687	0.6	0.4	abundance
soil	19	closed	FALSE	0.684	0.6	0.4	abundance
soil	20	closed	FALSE	0.684	0.6	0.4	abundance
soil	1	closed	FALSE	0.397	0.6	0.4	distance
soil	2	closed	FALSE	0.396	0.6	0.4	distance
soil	3	closed	FALSE	0.398	0.6	0.4	distance
soil	4	closed	FALSE	0.396	0.6	0.4	distance
soil	5	closed	FALSE	0.396	0.6	0.4	distance
soil	6	closed	FALSE	0.4	0.6	0.4	distance
soil	7	closed	FALSE	0.396	0.6	0.4	distance
soil	8	closed	FALSE	0.395	0.6	0.4	distance
soil	9	closed	FALSE	0.398	0.6	0.4	distance
soil	10	closed	FALSE	0.396	0.6	0.4	distance
soil	11	closed	FALSE	0.396	0.6	0.4	distance
soil	12	closed	FALSE	0.399	0.6	0.4	distance
soil	13	closed	FALSE	0.396	0.6	0.4	distance
soil	14	closed	FALSE	0.397	0.6	0.4	distance
soil	15	closed	FALSE	0.398	0.6	0.4	distance
soil	16	closed	FALSE	0.398	0.6	0.4	distance
soil	17	closed	FALSE	0.396	0.6	0.4	distance
soil	18	closed	FALSE	0.394	0.6	0.4	distance
soil	19	closed	FALSE	0.397	0.6	0.4	distance
soil	20	closed	FALSE	0.394	0.6	0.4	distance
human	1	closed	FALSE	0.893	0.5	0.5	simple
human	2	closed	FALSE	0.893	0.5	0.5	simple
human	3	closed	FALSE	0.894	0.5	0.5	simple
human	4	closed	FALSE	0.893	0.5	0.5	simple
human	5	closed	FALSE	0.892	0.5	0.5	simple
human	6	closed	FALSE	0.894	0.5	0.5	simple
human	7	closed	FALSE	0.894	0.5	0.5	simple
human	8	closed	FALSE	0.894	0.5	0.5	simple
human	9	closed	FALSE	0.894	0.5	0.5	simple
human	10	closed	FALSE	0.893	0.5	0.5	simple
human	11	closed	FALSE	0.894	0.5	0.5	simple
human	12	closed	FALSE	0.893	0.5	0.5	simple
human	13	closed	FALSE	0.894	0.5	0.5	simple
human	14	closed	FALSE	0.894	0.5	0.5	simple
human	15	closed	FALSE	0.895	0.5	0.5	simple
human	16	closed	FALSE	0.894	0.5	0.5	simple
human	17	closed	FALSE	0.893	0.5	0.5	simple
human	18	closed	FALSE	0.893	0.5	0.5	simple
human	19	closed	FALSE	0.894	0.5	0.5	simple
human	20	closed	FALSE	0.893	0.5	0.5	simple
human	1	closed	FALSE	0.88	0.5	0.5	abundance
human	2	closed	FALSE	0.878	0.5	0.5	abundance
human	3	closed	FALSE	0.881	0.5	0.5	abundance
human	4	closed	FALSE	0.879	0.5	0.5	abundance
